id,si,gu,dong,bunji,mainBun,subBun,apartmentName,size,floor,yearBuilt,address
232,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.99,9,2014,답십리로
233,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.99,13,2014,답십리로
234,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.97,9,2014,답십리로
235,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.99,10,2014,답십리로
236,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,121.64,5,2014,답십리로
237,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.97,4,2014,답십리로
238,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,121.94,1,2014,답십리로
239,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.96,10,2014,답십리로
240,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.99,17,2014,답십리로
241,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.96,11,2014,답십리로
242,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.99,11,2014,답십리로
243,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.99,15,2014,답십리로
244,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.98,1,2014,답십리로
245,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.99,7,2014,답십리로
246,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.99,3,2014,답십리로
247,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,121.66,8,2014,답십리로
248,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,84.99,22,2014,답십리로
249,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.97,6,2014,답십리로
250,서울특별시,동대문구,답십리동,1003,1003,0,래미안위브,59.99,10,2014,답십리로
251,서울특별시,동대문구,답십리동,530-5,530,5,삼희,58.77,9,1983,고미술로
252,서울특별시,동대문구,답십리동,530-5,530,5,삼희,70.38,4,1983,고미술로
253,서울특별시,동대문구,답십리동,530-5,530,5,삼희,72.64,6,1983,고미술로
254,서울특별시,동대문구,답십리동,530-5,530,5,삼희,70.38,5,1983,고미술로
255,서울특별시,동대문구,답십리동,530-5,530,5,삼희,59.68,5,1983,고미술로
256,서울특별시,동대문구,답십리동,530-5,530,5,삼희,59.68,7,1983,고미술로
257,서울특별시,동대문구,답십리동,530-5,530,5,삼희,72.64,5,1983,고미술로
258,서울특별시,동대문구,답십리동,530-5,530,5,삼희,81.72,7,1983,고미술로
259,서울특별시,동대문구,답십리동,530-5,530,5,삼희,58.77,9,1983,고미술로
260,서울특별시,동대문구,답십리동,530-5,530,5,삼희,42.93,7,1983,고미술로
261,서울특별시,동대문구,답십리동,997,997,0,세양청마루,84.98,1,2005,답십리로59길
262,서울특별시,동대문구,답십리동,997,997,0,세양청마루,84.98,2,2005,답십리로59길
263,서울특별시,동대문구,답십리동,997,997,0,세양청마루,84.89,15,2005,답십리로59길
264,서울특별시,동대문구,답십리동,997,997,0,세양청마루,84.98,13,2005,답십리로59길
265,서울특별시,동대문구,답십리동,997,997,0,세양청마루,84.98,10,2005,답십리로59길
266,서울특별시,동대문구,답십리동,997,997,0,세양청마루,84.98,2,2005,답십리로59길
267,서울특별시,동대문구,답십리동,997,997,0,세양청마루,84.98,10,2005,답십리로59길
268,서울특별시,동대문구,답십리동,488-18,488,18,센시티16,14.244,16,2013,전농로
269,서울특별시,동대문구,답십리동,488-18,488,18,센시티16,14.244,9,2013,전농로
270,서울특별시,동대문구,답십리동,645-8,645,8,신답경남,59.24,8,1991,천호대로47길
271,서울특별시,동대문구,답십리동,645-8,645,8,신답경남,72.32,5,1991,천호대로47길
272,서울특별시,동대문구,답십리동,645-8,645,8,신답경남,72.32,4,1991,천호대로47길
273,서울특별시,동대문구,답십리동,645-8,645,8,신답경남,82.5,12,1991,천호대로47길
274,서울특별시,동대문구,답십리동,645-8,645,8,신답경남,82.5,15,1991,천호대로47길
275,서울특별시,동대문구,답십리동,645-8,645,8,신답경남,82.5,2,1991,천호대로47길
276,서울특별시,동대문구,답십리동,464-1,464,1,신답극동,71.28,4,1987,서울시립대로
277,서울특별시,동대문구,답십리동,464-1,464,1,신답극동,67.95,7,1987,서울시립대로
278,서울특별시,동대문구,답십리동,464-1,464,1,신답극동,53.1,3,1987,서울시립대로
279,서울특별시,동대문구,답십리동,464-1,464,1,신답극동,46.53,9,1987,서울시립대로
280,서울특별시,동대문구,답십리동,464-1,464,1,신답극동,53.1,6,1987,서울시립대로
281,서울특별시,동대문구,답십리동,464-1,464,1,신답극동,53.1,11,1987,서울시립대로
282,서울특별시,동대문구,답십리동,464-1,464,1,신답극동,46.53,15,1987,서울시립대로
283,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,9,1997,답십리로59길
284,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.66,5,1997,답십리로59길
285,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,9,1997,답십리로59길
286,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,59.36,13,1997,답십리로59길
287,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,59.36,9,1997,답십리로59길
288,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,1,1997,답십리로59길
289,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,12,1997,답십리로59길
290,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,6,1997,답십리로59길
291,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,59.36,8,1997,답십리로59길
292,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,4,1997,답십리로59길
293,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,12,1997,답십리로59길
294,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,59.36,8,1997,답십리로59길
295,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.66,8,1997,답십리로59길
296,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,1,1997,답십리로59길
297,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.66,2,1997,답십리로59길
298,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,59.36,11,1997,답십리로59길
299,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,18,1997,답십리로59길
300,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,4,1997,답십리로59길
301,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,11,1997,답십리로59길
302,서울특별시,동대문구,답십리동,989-1,989,1,우성그린,84.98,6,1997,답십리로59길
