id,si,gu,dong,bunji,type,roadCondition,buildingSize,landSize,yearBuilt,address
838,서울특별시,동대문구,이문동,1**,다가구,8m미만,107.44,102,1997,이문로38길
839,서울특별시,동대문구,이문동,1**,다가구,8m미만,242.4,103,1994,이문로46길
840,서울특별시,동대문구,이문동,3**,다가구,8m미만,161.12,106,1993,이문로17길
841,서울특별시,동대문구,이문동,1**,다가구,8m미만,178.8,106,1995,외대역동로27길
842,서울특별시,동대문구,이문동,2**,다가구,8m미만,167.4,109,1989,천장산로4가길
843,서울특별시,동대문구,이문동,1**,다가구,8m미만,183.47,109,1992,신이문로18길
844,서울특별시,동대문구,이문동,1**,다가구,8m미만,149.85,116,1992,휘경로3길
845,서울특별시,동대문구,이문동,3**,다가구,8m미만,170.33,119,1980,이문로19길
846,서울특별시,동대문구,이문동,3**,다가구,8m미만,198.99,139,1980,휘경로3길
847,서울특별시,동대문구,이문동,1**,다가구,8m미만,224.07,146,1993,이문로38길
848,서울특별시,동대문구,이문동,3**,다가구,12m미만,485.54,205,1996,회기로25가길
849,서울특별시,동대문구,이문동,2**,다가구,12m미만,529.56,205,1995,천장산로7길
850,서울특별시,동대문구,이문동,2**,다가구,8m미만,203.41,222,1976,천장산로7길
851,서울특별시,동대문구,이문동,2**,단독,8m미만,19.83,7,1980,이문로47길
852,서울특별시,동대문구,이문동,3**,단독,8m미만,13.36,13,1980,이문로35길
853,서울특별시,동대문구,이문동,2**,단독,8m미만,23.14,20,1980,이문로39길
854,서울특별시,동대문구,이문동,2**,단독,8m미만,24.21,20,1980,이문로35다길
855,서울특별시,동대문구,이문동,1**,단독,25m미만,22.31,29,1970,외대역동로
856,서울특별시,동대문구,이문동,2**,단독,8m미만,17.49,30,1980,이문로35아길
857,서울특별시,동대문구,이문동,2**,단독,8m미만,22.07,36,1985,이문로43다길
858,서울특별시,동대문구,이문동,4**,단독,8m미만,25.05,36,1985,천장산로13길
859,서울특별시,동대문구,이문동,3**,단독,8m미만,26.44,36,1980,천장산로12길
860,서울특별시,동대문구,이문동,2**,단독,8m미만,34.85,36,1985,이문로35길
861,서울특별시,동대문구,이문동,1**,단독,8m미만,42.98,36,1980,휘경로3길
862,서울특별시,동대문구,이문동,8*,단독,25m미만,26.45,40,1968,외대역동로
863,서울특별시,동대문구,이문동,4**,단독,8m미만,28.84,40,1985,천장산로13길
864,서울특별시,동대문구,이문동,1**,단독,8m미만,29.09,40,1969,한천로59길
865,서울특별시,동대문구,이문동,3**,단독,8m미만,34.2,40,1985,이문로35길
866,서울특별시,동대문구,이문동,1**,단독,8m미만,33.95,43,1968,휘경로3가길
867,서울특별시,동대문구,이문동,3**,단독,8m미만,27.27,46,1961,천장산로16길
868,서울특별시,동대문구,이문동,1**,단독,8m미만,27.67,46,1980,휘경로3나길
869,서울특별시,동대문구,이문동,2**,단독,8m미만,28.81,46,1985,이문로39길
870,서울특별시,동대문구,이문동,1**,단독,8m미만,29.32,46,1968,이문로34나길
871,서울특별시,동대문구,이문동,8*,단독,8m미만,29.75,46,1980,외대역동로20길
872,서울특별시,동대문구,이문동,1**,단독,8m미만,37.19,46,1971,한천로
873,서울특별시,동대문구,이문동,1**,단독,8m미만,38.71,46,1980,외대역동로35길
874,서울특별시,동대문구,이문동,3**,단독,8m미만,29.29,50,1980,이문로35길
875,서울특별시,동대문구,이문동,2**,단독,8m미만,39.66,50,1980,이문로43다길
876,서울특별시,동대문구,이문동,2**,단독,8m미만,42.97,50,1980,신이문로26길
877,서울특별시,동대문구,이문동,2**,단독,8m미만,46.28,50,1980,이문로43길
878,서울특별시,동대문구,이문동,2**,단독,8m미만,26.61,53,1967,이문로35아길
879,서울특별시,동대문구,이문동,3**,단독,8m미만,28.96,53,1961,천장산로16길
880,서울특별시,동대문구,이문동,3**,단독,8m미만,32.66,53,1966,이문로35길
881,서울특별시,동대문구,이문동,3**,단독,8m미만,33.05,53,1980,이문로35길
882,서울특별시,동대문구,이문동,7*,단독,8m미만,46.28,53,1967,
883,서울특별시,동대문구,이문동,3**,단독,8m미만,19.83,55,1980,천장산로16길
884,서울특별시,동대문구,이문동,1**,단독,25m미만,37.49,55,1970,외대역동로
885,서울특별시,동대문구,이문동,2**,단독,8m미만,26.91,56,1968,신이문로22길
886,서울특별시,동대문구,이문동,1**,단독,8m미만,37.19,56,1968,외대역동로22길
887,서울특별시,동대문구,이문동,2**,단독,8m미만,43.54,56,1985,이문로43가길
888,서울특별시,동대문구,이문동,1**,단독,8m미만,73.44,56,1997,이문로38길
889,서울특별시,동대문구,이문동,2**,단독,8m미만,14.87,60,1980,이문로35바길
890,서울특별시,동대문구,이문동,1**,단독,8m미만,42.31,60,1968,외대역동로24길
891,서울특별시,동대문구,이문동,1**,단독,8m미만,43.34,60,1966,이문로34나길
892,서울특별시,동대문구,이문동,1**,단독,8m미만,44.49,60,1970,외대역동로35길
893,서울특별시,동대문구,이문동,3**,단독,8m미만,45.09,60,1970,이문로35길
894,서울특별시,동대문구,이문동,1**,단독,8m미만,51.14,60,1967,휘경로3가길
895,서울특별시,동대문구,이문동,1**,단독,8m미만,30.08,63,1968,휘경로3라길
896,서울특별시,동대문구,이문동,3**,단독,8m미만,31.21,63,1961,천장산로12길
897,서울특별시,동대문구,이문동,3**,단독,8m미만,33.02,63,1985,천장산로12길
898,서울특별시,동대문구,이문동,2**,단독,8m미만,41.39,63,1985,이문로43나길
899,서울특별시,동대문구,이문동,2**,단독,8m미만,42.39,63,1985,천장산로6길
900,서울특별시,동대문구,이문동,1**,단독,8m미만,46.28,63,1968,이문로34가길
901,서울특별시,동대문구,이문동,2**,단독,8m미만,46.35,63,1980,이문로33가길
902,서울특별시,동대문구,이문동,2**,단독,8m미만,50.61,63,1980,이문로43다길
903,서울특별시,동대문구,이문동,1**,단독,8m미만,57.02,63,1980,한천로59길
904,서울특별시,동대문구,이문동,2**,단독,8m미만,36.63,64,1967,휘경로3길
905,서울특별시,동대문구,이문동,8*,단독,8m미만,53.62,65,1968,휘경로17길
906,서울특별시,동대문구,이문동,2**,단독,8m미만,26.05,66,1965,이문로30길
907,서울특별시,동대문구,이문동,2**,단독,8m미만,42.66,66,1984,이문로35사길
908,서울특별시,동대문구,이문동,1**,단독,8m미만,42.98,66,1968,외대역동로22길
909,서울특별시,동대문구,이문동,2**,단독,8m미만,46.72,66,1971,이문로35마길
910,서울특별시,동대문구,이문동,1**,단독,8m미만,46.81,66,1970,한천로
911,서울특별시,동대문구,이문동,1**,단독,8m미만,118.96,66,1995,휘경로3길
912,서울특별시,동대문구,이문동,2**,단독,8m미만,36.43,69,1980,이문로35다길
913,서울특별시,동대문구,이문동,1**,단독,8m미만,40.5,69,1980,휘경로3라길
914,서울특별시,동대문구,이문동,2**,단독,8m미만,45.88,69,1980,이문로35길
915,서울특별시,동대문구,이문동,1**,단독,8m미만,47.74,69,1967,휘경로3가길
916,서울특별시,동대문구,이문동,1**,단독,8m미만,48.26,69,1970,외대역동로35길
917,서울특별시,동대문구,이문동,1**,단독,8m미만,50.15,69,1969,외대역동로34길
918,서울특별시,동대문구,이문동,1**,단독,8m미만,57.29,69,1970,한천로59길
919,서울특별시,동대문구,이문동,8*,단독,8m미만,88.24,69,1991,외대역동로12가길
920,서울특별시,동대문구,이문동,1**,단독,8m미만,110.07,69,1995,휘경로3나길
921,서울특별시,동대문구,이문동,1**,단독,8m미만,50.67,70,1970,외대역동로34가길
922,서울특별시,동대문구,이문동,3**,단독,8m미만,108.79,72,1970,이문로19길
923,서울특별시,동대문구,이문동,2**,단독,8m미만,32.05,73,1980,이문로39길
924,서울특별시,동대문구,이문동,1**,단독,8m미만,37.02,73,1967,이문로38길
925,서울특별시,동대문구,이문동,3**,단독,8m미만,40.96,73,1966,이문로35길
926,서울특별시,동대문구,이문동,1**,단독,8m미만,44.86,73,1980,외대역동로
927,서울특별시,동대문구,이문동,2**,단독,8m미만,46.12,73,1967,이문로33가길
928,서울특별시,동대문구,이문동,8*,단독,8m미만,49.03,73,1968,휘경로31길
929,서울특별시,동대문구,이문동,1**,단독,8m미만,55.8,73,1967,휘경로3가길
930,서울특별시,동대문구,이문동,1**,단독,25m이상,203.5,73,1997,한천로
931,서울특별시,동대문구,이문동,2**,단독,8m미만,39.47,76,1967,이문로33길
932,서울특별시,동대문구,이문동,8*,단독,8m미만,46.28,76,1968,휘경로23길
933,서울특별시,동대문구,이문동,1**,단독,8m미만,53.22,76,1968,이문로38길
934,서울특별시,동대문구,이문동,2**,단독,8m미만,113.46,76,1995,이문로43가길
935,서울특별시,동대문구,이문동,1**,단독,8m미만,117.69,76,1993,외대역동로27가길
936,서울특별시,동대문구,이문동,1**,단독,8m미만,130.53,76,1991,휘경로3길
937,서울특별시,동대문구,이문동,1**,단독,8m미만,39.87,79,1966,휘경로3라길
938,서울특별시,동대문구,이문동,1**,단독,8m미만,43.8,79,1966,휘경로3길
939,서울특별시,동대문구,이문동,1**,단독,8m미만,43.8,79,1966,휘경로3길
940,서울특별시,동대문구,이문동,1**,단독,8m미만,64.46,79,1969,한천로55가길
941,서울특별시,동대문구,이문동,2**,단독,8m미만,107.1,79,1980,이문로35아길
942,서울특별시,동대문구,이문동,2**,단독,8m미만,51.97,83,1971,이문로35마길
943,서울특별시,동대문구,이문동,1**,단독,8m미만,52.66,83,1980,외대역동로
944,서울특별시,동대문구,이문동,2**,단독,8m미만,57.75,83,1964,천장산로
945,서울특별시,동대문구,이문동,2**,단독,8m미만,116.27,83,1994,신이문로16길
946,서울특별시,동대문구,이문동,2**,단독,8m미만,23.34,86,1961,이문로43길
947,서울특별시,동대문구,이문동,1**,단독,8m미만,50.68,86,1965,이문로34길
948,서울특별시,동대문구,이문동,1**,단독,8m미만,52.89,86,1980,외대역동로
949,서울특별시,동대문구,이문동,1**,단독,8m미만,52.89,86,1980,외대역동로
950,서울특별시,동대문구,이문동,2**,단독,8m미만,56.3,86,1965,이문로35라길
951,서울특별시,동대문구,이문동,1**,단독,8m미만,61.06,86,1970,외대역동로30길
952,서울특별시,동대문구,이문동,1**,단독,8m미만,64.99,86,1969,외대역동로32길
953,서울특별시,동대문구,이문동,8*,단독,8m미만,117.96,86,1998,외대역동로12가길
954,서울특별시,동대문구,이문동,2**,단독,8m미만,29.78,89,1985,화랑로32마길
955,서울특별시,동대문구,이문동,2**,단독,8m미만,48.15,89,1983,이문로43길
956,서울특별시,동대문구,이문동,1**,단독,8m미만,52.9,89,1968,외대역동로32길
957,서울특별시,동대문구,이문동,1**,단독,8m미만,53.78,89,1966,휘경로3길
958,서울특별시,동대문구,이문동,1**,단독,8m미만,108.39,89,1994,휘경로3라길
959,서울특별시,동대문구,이문동,1**,단독,8m미만,114.4,89,1994,휘경로3나길
960,서울특별시,동대문구,이문동,2**,단독,8m미만,133.32,89,1994,이문로30가길
961,서울특별시,동대문구,이문동,2**,단독,8m미만,144.7,89,1993,이문로34가길
962,서울특별시,동대문구,이문동,1**,단독,8m미만,145.61,89,1996,한천로55가길
963,서울특별시,동대문구,이문동,1**,단독,8m미만,149.85,89,1993,신이문로18길
964,서울특별시,동대문구,이문동,7*,단독,8m미만,161.03,91,1992,외대역동로14길
965,서울특별시,동대문구,이문동,2**,단독,8m미만,67.93,92,1968,이문로
966,서울특별시,동대문구,이문동,3**,단독,8m미만,51.47,93,1961,천장산로16길
967,서울특별시,동대문구,이문동,1**,단독,8m미만,57.75,93,1968,신이문로22길
968,서울특별시,동대문구,이문동,2**,단독,8m미만,58.74,93,1968,이문로32길
969,서울특별시,동대문구,이문동,2**,단독,8m미만,121.47,93,1994,이문로33길
970,서울특별시,동대문구,이문동,2**,단독,25m미만,138.9,93,1993,화랑로32길
971,서울특별시,동대문구,이문동,3**,단독,8m미만,155.99,93,1994,이문로25길
972,서울특별시,동대문구,이문동,2**,단독,8m미만,39.67,96,1968,이문로35아길
973,서울특별시,동대문구,이문동,1**,단독,8m미만,56.46,96,1961,휘경로3길
974,서울특별시,동대문구,이문동,2**,단독,8m미만,59.83,96,1985,이문로35아길
975,서울특별시,동대문구,이문동,1**,단독,8m미만,72.71,96,1968,외대역동로22길
976,서울특별시,동대문구,이문동,2**,단독,8m미만,119.17,96,1980,이문로35아길
977,서울특별시,동대문구,이문동,1**,단독,8m미만,167.66,96,1991,휘경로3길
978,서울특별시,동대문구,이문동,3**,단독,12m미만,189.53,97,1993,이문로17길
979,서울특별시,동대문구,이문동,1**,단독,8m미만,43.6,99,1980,휘경로3라길
980,서울특별시,동대문구,이문동,2**,단독,8m미만,49.45,99,1964,이문로30가길
981,서울특별시,동대문구,이문동,1**,단독,8m미만,57.03,99,1965,신이문로18길
982,서울특별시,동대문구,이문동,2**,단독,8m미만,58.41,99,1971,천장산로6길
983,서울특별시,동대문구,이문동,3**,단독,8m미만,59.74,99,1966,휘경로3길
984,서울특별시,동대문구,이문동,1**,단독,8m미만,118.96,99,1994,휘경로3길
985,서울특별시,동대문구,이문동,3**,단독,8m미만,183.94,100,1988,회기로25길
986,서울특별시,동대문구,이문동,2**,단독,8m미만,50.79,102,1980,이문로47길
987,서울특별시,동대문구,이문동,2**,단독,8m미만,53.52,102,1969,이문로32길
988,서울특별시,동대문구,이문동,1**,단독,8m미만,58.51,102,1968,이문로38길
989,서울특별시,동대문구,이문동,3**,단독,8m미만,143.37,102,1992,휘경로3길
990,서울특별시,동대문구,이문동,2**,단독,8m미만,150.52,102,1997,이문로35다길
991,서울특별시,동대문구,이문동,2**,단독,8m미만,58.1,106,1985,화랑로32마길
992,서울특별시,동대문구,이문동,2**,단독,8m미만,148.76,106,1993,이문로35아길
993,서울특별시,동대문구,이문동,3**,단독,8m미만,59.19,109,1980,이문로17길
994,서울특별시,동대문구,이문동,2**,단독,8m미만,45.4,112,1980,이문로33가길
995,서울특별시,동대문구,이문동,2**,단독,8m미만,45.4,112,1980,이문로33가길
996,서울특별시,동대문구,이문동,2**,단독,8m미만,58.98,112,1967,이문로34가길
997,서울특별시,동대문구,이문동,3**,단독,8m미만,148.13,112,1989,이문로19길
998,서울특별시,동대문구,이문동,2**,단독,8m미만,174.29,113,1991,이문로30길
999,서울특별시,동대문구,이문동,3**,단독,8m미만,34.41,115,1961,천장산로4가길
1000,서울특별시,동대문구,이문동,2**,단독,8m미만,47.11,116,1966,휘경로3길
1001,서울특별시,동대문구,이문동,2**,단독,8m미만,63.83,116,1975,이문로35가길
1002,서울특별시,동대문구,이문동,2**,단독,8m미만,79.72,116,1984,이문로35아길
1003,서울특별시,동대문구,이문동,2**,단독,8m미만,119.33,116,1977,이문로35바길
1004,서울특별시,동대문구,이문동,4**,단독,8m미만,59.24,119,1968,천장산로13길
1005,서울특별시,동대문구,이문동,1**,단독,8m미만,177.93,119,1991,신이문로8길
1006,서울특별시,동대문구,이문동,1**,단독,8m미만,226.27,119,1996,이문로42길
1007,서울특별시,동대문구,이문동,4**,단독,8m미만,61.59,122,1968,천장산로13길
1008,서울특별시,동대문구,이문동,2**,단독,8m미만,35.24,126,1971,이문로47길
1009,서울특별시,동대문구,이문동,1**,단독,8m미만,50.38,129,1967,휘경로3나길
1010,서울특별시,동대문구,이문동,2**,단독,8m미만,79.34,132,1966,신이문로4길
1011,서울특별시,동대문구,이문동,1**,단독,8m미만,116.79,132,1994,이문로34나길
1012,서울특별시,동대문구,이문동,2**,단독,8m미만,209.03,132,1990,신이문로6길
1013,서울특별시,동대문구,이문동,2**,단독,8m미만,142.53,133,1967,이문로43길
1014,서울특별시,동대문구,이문동,3**,단독,8m미만,201.76,136,1989,이문로19길
1015,서울특별시,동대문구,이문동,2**,단독,25m미만,245.31,136,1990,화랑로32길
1016,서울특별시,동대문구,이문동,2**,단독,8m미만,58.51,139,1966,화랑로32마길
1017,서울특별시,동대문구,이문동,1**,단독,8m미만,302.86,139,1993,휘경로3길
1018,서울특별시,동대문구,이문동,2**,단독,8m미만,39.34,142,1968,이문로43나길
1019,서울특별시,동대문구,이문동,4**,단독,8m미만,50.41,142,1968,천장산로13길
1020,서울특별시,동대문구,이문동,3**,단독,8m미만,200.39,142,1996,이문로19길
1021,서울특별시,동대문구,이문동,2**,단독,8m미만,272.42,142,1994,이문로30길
1022,서울특별시,동대문구,이문동,1**,단독,8m미만,143.6,146,1973,휘경로3길
1023,서울특별시,동대문구,이문동,2**,단독,12m미만,197.48,146,1985,천장산로
1024,서울특별시,동대문구,이문동,4**,단독,8m미만,60.41,149,1968,천장산로13길
1025,서울특별시,동대문구,이문동,3**,단독,8m미만,282.76,149,1989,이문로19길
1026,서울특별시,동대문구,이문동,2**,단독,8m미만,55.07,152,1962,이문로33길
1027,서울특별시,동대문구,이문동,2**,단독,8m미만,48.62,159,1965,천장산로6길
1028,서울특별시,동대문구,이문동,1**,단독,8m미만,299.06,162,1996,휘경로3나길
1029,서울특별시,동대문구,이문동,1**,단독,8m미만,219.11,165,1995,휘경로3나길
1030,서울특별시,동대문구,이문동,2**,단독,25m미만,504.55,175,1988,신이문로
1031,서울특별시,동대문구,이문동,2**,단독,8m미만,359.76,185,1991,이문로9나길
1032,서울특별시,동대문구,이문동,2**,단독,8m미만,262.14,195,1984,천장산로4길
1033,서울특별시,동대문구,이문동,3**,단독,12m미만,380.97,195,2009,이문로9길
1034,서울특별시,동대문구,이문동,2**,단독,8m미만,151.41,210,1981,천장산로9가길
1035,서울특별시,동대문구,이문동,2**,단독,8m미만,82.99,212,1970,이문로35길
1036,서울특별시,동대문구,이문동,1**,단독,8m미만,54.55,238,1962,휘경로3라길
1037,서울특별시,동대문구,이문동,3**,단독,25m미만,410.88,252,1994,이문로
1038,서울특별시,동대문구,이문동,1**,단독,8m미만,57.29,6969,1970,외대역동로27가길
1039,서울특별시,동대문구,장안동,1**,단독,8m미만,159.02,96,2009,답십리로
1040,서울특별시,동대문구,장안동,1**,단독,8m미만,196.98,106,1991,한천로38길
1041,서울특별시,동대문구,장안동,1**,단독,8m미만,137.98,116,1974,한천로38가길
1042,서울특별시,동대문구,장안동,1**,단독,8m미만,138.38,116,1974,한천로38가길
1043,서울특별시,동대문구,장안동,9*,단독,8m미만,147.16,116,1976,한천로42길
1044,서울특별시,동대문구,장안동,1**,단독,8m미만,271.4,116,1994,답십리로66길
1045,서울특별시,동대문구,장안동,1**,단독,12m미만,299.11,116,1992,답십리로63길
1046,서울특별시,동대문구,장안동,9*,단독,8m미만,192.06,121.44,1991,사가정로25가길
1047,서울특별시,동대문구,장안동,1**,단독,8m미만,125.85,122,1974,
1048,서울특별시,동대문구,장안동,1**,단독,8m미만,132.4,122,1975,
1049,서울특별시,동대문구,장안동,1**,단독,12m미만,134.35,122,1974,
1050,서울특별시,동대문구,장안동,1**,단독,8m미만,142.91,122,1974,
1051,서울특별시,동대문구,장안동,1**,단독,8m미만,218.84,122,1991,답십리로
1052,서울특별시,동대문구,장안동,5**,단독,8m미만,133.02,126,1974,한천로30길
1053,서울특별시,동대문구,장안동,1**,단독,8m미만,142.51,132,1976,한천로33길
1054,서울특별시,동대문구,장안동,2**,단독,8m미만,196.8,132.3,1986,장한로27나길
1055,서울특별시,동대문구,장안동,3**,단독,8m미만,218.4,145.6,1980,답십리로69가길
1056,서울특별시,동대문구,장안동,3**,단독,8m미만,222.15,149.1,1985,천호대로77다길
1057,서울특별시,동대문구,장안동,3**,단독,12m미만,318.2,155.85,1980,장한로14길
1058,서울특별시,동대문구,장안동,3**,단독,12m미만,399.69,157,1980,답십리로69길
1059,서울특별시,동대문구,장안동,3**,단독,8m미만,247.32,165.32,1985,장한로26가길
1060,서울특별시,동대문구,장안동,9*,단독,12m미만,178.88,166,1978,사가정로25길
1061,서울특별시,동대문구,장안동,4**,단독,12m미만,343.38,168,1980,천호대로97길
1062,서울특별시,동대문구,장안동,3**,단독,8m미만,253.44,169,1983,답십리로68길
1063,서울특별시,동대문구,장안동,3**,단독,8m미만,247.84,171.9,1982,
1064,서울특별시,동대문구,장안동,3**,단독,8m미만,300.26,171.9,1987,
1065,서울특별시,동대문구,장안동,1**,단독,12m미만,252.31,177,1980,한천로20길
1066,서울특별시,동대문구,장안동,1**,단독,12m미만,261.29,177,1981,한천로20길
1067,서울특별시,동대문구,장안동,1**,단독,12m미만,551.87,179,1997,한천로18길
1068,서울특별시,동대문구,장안동,4**,단독,8m미만,238.92,183.99,1982,천호대로87길
1069,서울특별시,동대문구,장안동,3**,단독,12m미만,382.32,193.5,1985,장한로17길
1070,서울특별시,동대문구,장안동,9*,단독,12m미만,209.28,220,1979,사가정로23가길
1071,서울특별시,동대문구,장안동,1**,단독,12m미만,447.79,224,2007,답십리로64길
1072,서울특별시,동대문구,장안동,3**,단독,12m미만,494.67,232,1980,장한로26다길
1073,서울특별시,동대문구,장안동,3**,단독,8m미만,289.68,304.8,1982,장한로34길
1074,서울특별시,동대문구,장안동,4**,단독,12m미만,692.51,347.1,1980,장한로10길
1075,서울특별시,동대문구,전농동,1**,다가구,8m미만,30.48,60,1980,서울시립대로28나길
1076,서울특별시,동대문구,전농동,1**,다가구,8m미만,97.63,61.1,1980,전농로37길
1077,서울특별시,동대문구,전농동,5**,다가구,8m미만,167.84,89,1999,답십리로23길
1078,서울특별시,동대문구,전농동,1**,다가구,8m미만,140.81,93,1980,서울시립대로18가길
1079,서울특별시,동대문구,전농동,4**,다가구,8m미만,152.74,94,1994,서울시립대로
1080,서울특별시,동대문구,전농동,6**,다가구,8m미만,176.04,112,1992,전농로31나길
1081,서울특별시,동대문구,전농동,5**,다가구,12m미만,189.57,112,1980,전농로27길
1082,서울특별시,동대문구,전농동,1**,다가구,8m미만,187.61,126,1980,서울시립대로19길
1083,서울특별시,동대문구,전농동,1**,다가구,8m미만,188.08,132,1980,서울시립대로
1084,서울특별시,동대문구,전농동,6*,다가구,8m미만,188.91,132,1980,사가정로13길
1085,서울특별시,동대문구,전농동,1**,다가구,8m미만,191.04,138.3,1980,전농로31나길
1086,서울특별시,동대문구,전농동,2**,다가구,12m미만,745.61,350,1984,전농로27길
1087,서울특별시,동대문구,전농동,6**,단독,8m미만,23.34,20,1979,전농로31나길
1088,서울특별시,동대문구,전농동,1**,단독,8m미만,13.22,20.8,1980,서울시립대로19길
1089,서울특별시,동대문구,전농동,1**,단독,8m미만,18.81,30,1985,전농로37가길
1090,서울특별시,동대문구,전농동,6**,단독,8m미만,62.81,33.13,1980,전농로31가길
1091,서울특별시,동대문구,전농동,6**,단독,12m미만,42.38,35.54,1976,답십리로15길
1092,서울특별시,동대문구,전농동,1**,단독,8m미만,25.56,36,1980,전농로37가길
1093,서울특별시,동대문구,전농동,1**,단독,25m이상,24.93,40,1956,서울시립대로28길
1094,서울특별시,동대문구,전농동,1**,단독,8m미만,34.92,43,1985,전농로37가길
1095,서울특별시,동대문구,전농동,1**,단독,8m미만,34.92,43,1985,전농로37가길
1096,서울특별시,동대문구,전농동,1**,단독,12m미만,38.14,43,1983,전농로37길
1097,서울특별시,동대문구,전농동,6**,단독,8m미만,58.45,44,1979,전농로31나길
1098,서울특별시,동대문구,전농동,1**,단독,12m미만,38.55,46,1980,전농로38가길
1099,서울특별시,동대문구,전농동,2**,단독,8m미만,30.3,49,2015,서울시립대로18가길
1100,서울특별시,동대문구,전농동,1**,단독,8m미만,33.05,56,1980,전농로27길
1101,서울특별시,동대문구,전농동,3**,단독,8m미만,76.64,60,2001,전농로15길
1102,서울특별시,동대문구,전농동,6**,단독,8m미만,36.07,62.5,1972,서울시립대로4길
1103,서울특별시,동대문구,전농동,1**,단독,12m미만,47.31,63,1980,
1104,서울특별시,동대문구,전농동,6*,단독,8m미만,35.97,66,1965,전농로20다길
1105,서울특별시,동대문구,전농동,2**,단독,8m미만,56.4,66,1980,전농로19길
1106,서울특별시,동대문구,전농동,1**,단독,12m미만,41.68,68,1983,전농로29길
1107,서울특별시,동대문구,전농동,6*,단독,8m미만,42.98,69,1965,
1108,서울특별시,동대문구,전농동,1**,단독,8m미만,101.55,69,1986,서울시립대로28가길
1109,서울특별시,동대문구,전농동,6*,단독,8m미만,44.76,73,1966,전농로20길
1110,서울특별시,동대문구,전농동,1**,단독,8m미만,35.43,76,1985,전농로31길
1111,서울특별시,동대문구,전농동,6**,단독,8m미만,47.01,79,1985,전농로31나길
1112,서울특별시,동대문구,전농동,6*,단독,8m미만,47.7,79,1980,사가정로13길
1113,서울특별시,동대문구,전농동,1**,단독,8m미만,125.49,79,1992,전농로37가길
1114,서울특별시,동대문구,전농동,3**,단독,8m미만,36.07,80,1965,전농로15길
1115,서울특별시,동대문구,전농동,6**,단독,8m미만,37.26,81,1985,전농로31가길
1116,서울특별시,동대문구,전농동,2**,단독,8m미만,27.77,82,1962,전농로29길
1117,서울특별시,동대문구,전농동,6*,단독,8m미만,68.66,83,1969,
1118,서울특별시,동대문구,전농동,1**,단독,25m이상,50.48,86,1985,전농로
1119,서울특별시,동대문구,전농동,2**,단독,8m미만,107.55,86,1989,답십리로23나길
1120,서울특별시,동대문구,전농동,6**,단독,8m미만,62.41,88.6,1960,서울시립대로5길
1121,서울특별시,동대문구,전농동,5*,단독,8m미만,73.15,89,1971,사가정로13길
1122,서울특별시,동대문구,전농동,5**,단독,8m미만,167.84,89,1999,답십리로23길
1123,서울특별시,동대문구,전농동,6*,단독,8m미만,38.18,93,1964,사가정로13길
1124,서울특별시,동대문구,전농동,6*,단독,8m미만,51.5,93,1965,사가정로13길
1125,서울특별시,동대문구,전농동,6*,단독,8m미만,107.74,93,1993,전농로20다길
1126,서울특별시,동대문구,전농동,6*,단독,8m미만,56.5,96,1965,전농로20다길
1127,서울특별시,동대문구,전농동,5*,단독,12m미만,58.18,96,1980,사가정로13가길
1128,서울특별시,동대문구,전농동,1**,단독,12m미만,68.83,96,1980,전농로29길
1129,서울특별시,동대문구,전농동,1**,단독,8m미만,177.44,96,1996,서울시립대로18가길
1130,서울특별시,동대문구,전농동,2**,단독,8m미만,209.03,96,1997,서울시립대로16길
1131,서울특별시,동대문구,전농동,1**,단독,8m미만,232.35,99,1989,전농로37가길
1132,서울특별시,동대문구,전농동,4**,단독,8m미만,42.96,102,1960,답십리로19길
1133,서울특별시,동대문구,전농동,6**,단독,8m미만,92.55,102.8,1970,서울시립대로4길
1134,서울특별시,동대문구,전농동,1**,단독,8m미만,53.26,106,1968,서울시립대로25길
1135,서울특별시,동대문구,전농동,6*,단독,8m미만,174.18,106,1989,사가정로13길
1136,서울특별시,동대문구,전농동,3**,단독,8m미만,181.45,116,1991,사가정로5길
1137,서울특별시,동대문구,전농동,*,단독,8m미만,119.72,119,1976,한천로33길
1138,서울특별시,동대문구,전농동,5**,단독,12m미만,192.73,119,1988,답십리로23길
1139,서울특별시,동대문구,전농동,3**,단독,8m미만,179.75,122,1992,전농로15길
1140,서울특별시,동대문구,전농동,5**,단독,25m이상,79.34,126,1980,서울시립대로
1141,서울특별시,동대문구,전농동,2**,단독,8m미만,199.29,126,1991,사가정로12길
1142,서울특별시,동대문구,전농동,2**,단독,12m미만,247.95,126,1988,전농로23길
1143,서울특별시,동대문구,전농동,1**,단독,8m미만,53.52,132,1962,답십리로23다길
1144,서울특별시,동대문구,전농동,1**,단독,12m미만,197.1,134,1983,전농로21길
1145,서울특별시,동대문구,전농동,*,단독,8m미만,165.95,136,1980,사가정로21길
1146,서울특별시,동대문구,전농동,6*,단독,8m미만,62.02,139,1964,사가정로13길
1147,서울특별시,동대문구,전농동,1**,단독,8m미만,249.28,139,1992,전농로38라길
1148,서울특별시,동대문구,전농동,2**,단독,12m미만,178.02,149,1980,전농로17길
1149,서울특별시,동대문구,전농동,5**,단독,12m미만,157.28,166,1979,전농로27길
1150,서울특별시,동대문구,전농동,6*,단독,8m미만,59.5,179,1973,사가정로13길
1151,서울특별시,동대문구,전농동,2**,단독,8m미만,356.94,181,1985,전농로17길
