id,si,gu,dong,bunji,mainBun,subBun,yearSold,daySold,salesPrice
1,서울특별시,동대문구,답십리동,111,111,0,201801,1~10,59000
2,서울특별시,동대문구,답십리동,111,111,0,201801,1~10,41500
3,서울특별시,동대문구,답십리동,111,111,0,201801,11~20,42000
9,서울특별시,동대문구,답십리동,80,80,0,201801,1~10,37800
10,서울특별시,동대문구,답십리동,80,80,0,201801,1~10,46500
11,서울특별시,동대문구,답십리동,80,80,0,201801,1~10,48500
12,서울특별시,동대문구,답십리동,80,80,0,201801,1~10,37400
13,서울특별시,동대문구,답십리동,80,80,0,201801,1~10,47300
14,서울특별시,동대문구,답십리동,80,80,0,201801,1~10,38000
15,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,47800
16,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,40000
17,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,37800
18,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,38300
19,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,41300
20,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,38000
21,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,41800
22,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,38300
23,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,38000
24,서울특별시,동대문구,답십리동,80,80,0,201801,11~20,38800
25,서울특별시,동대문구,답십리동,80,80,0,201801,21~31,46700
26,서울특별시,동대문구,답십리동,80,80,0,201801,21~31,47800
27,서울특별시,동대문구,답십리동,80,80,0,201801,21~31,47500
28,서울특별시,동대문구,답십리동,80,80,0,201801,21~31,48300
72,서울특별시,동대문구,답십리동,808,808,0,201801,11~20,49500
73,서울특별시,동대문구,답십리동,808,808,0,201801,11~20,41200
81,서울특별시,동대문구,답십리동,42,42,0,201801,1~10,32500
82,서울특별시,동대문구,답십리동,42,42,0,201801,11~20,32000
83,서울특별시,동대문구,답십리동,42,42,0,201801,11~20,28300
84,서울특별시,동대문구,답십리동,42,42,0,201801,21~31,27500
85,서울특별시,동대문구,답십리동,42,42,0,201801,21~31,39000
86,서울특별시,동대문구,답십리동,42,42,0,201801,21~31,22800
110,서울특별시,동대문구,답십리동,41,41,0,201801,11~20,34700
111,서울특별시,동대문구,답십리동,41,41,0,201801,21~31,36800
112,서울특별시,동대문구,답십리동,41,41,0,201801,21~31,35500
118,서울특별시,동대문구,답십리동,10,10,0,201801,11~20,38000
119,서울특별시,동대문구,답십리동,10,10,0,201801,11~20,38500
120,서울특별시,동대문구,답십리동,10,10,0,201801,11~20,43500
121,서울특별시,동대문구,답십리동,10,10,0,201801,11~20,45000
122,서울특별시,동대문구,답십리동,10,10,0,201801,21~31,42900
123,서울특별시,동대문구,답십리동,10,10,0,201801,21~31,43550
124,서울특별시,동대문구,답십리동,10,10,0,201801,21~31,49500
125,서울특별시,동대문구,답십리동,10,10,0,201801,21~31,41000
126,서울특별시,동대문구,답십리동,10,10,0,201801,21~31,46000
127,서울특별시,동대문구,답십리동,10,10,0,201801,21~31,50000
128,서울특별시,동대문구,답십리동,10,10,0,201801,21~31,37000
147,서울특별시,동대문구,답십리동,990,990,0,201801,1~10,38500
148,서울특별시,동대문구,답십리동,990,990,0,201801,21~31,48000
149,서울특별시,동대문구,답십리동,990,990,0,201801,21~31,37000
150,서울특별시,동대문구,답십리동,990,990,0,201801,21~31,38500
151,서울특별시,동대문구,답십리동,990,990,0,201801,21~31,47600
162,서울특별시,동대문구,답십리동,998,998,0,201801,1~10,51800
163,서울특별시,동대문구,답십리동,998,998,0,201801,11~20,59300
164,서울특별시,동대문구,답십리동,998,998,0,201801,11~20,59000
165,서울특별시,동대문구,답십리동,998,998,0,201801,11~20,59600
181,서울특별시,동대문구,답십리동,1000,1000,0,201801,11~20,59000
182,서울특별시,동대문구,답십리동,1000,1000,0,201801,21~31,53700
183,서울특별시,동대문구,답십리동,1000,1000,0,201801,21~31,45000
201,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,63800
202,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,83000
203,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,62000
204,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,74900
205,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,75700
206,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,88800
207,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,76000
208,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,73000
209,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,73000
210,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,77000
211,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,84700
212,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,71700
213,서울특별시,동대문구,답십리동,1003,1003,0,201801,1~10,63500
214,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,75600
215,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,88000
216,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,63500
217,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,89800
218,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,79000
219,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,65700
220,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,80000
221,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,76000
222,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,80000
223,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,70200
224,서울특별시,동대문구,답십리동,1003,1003,0,201801,11~20,88000
225,서울특별시,동대문구,답십리동,1003,1003,0,201801,21~31,82000
226,서울특별시,동대문구,답십리동,1003,1003,0,201801,21~31,71000
227,서울특별시,동대문구,답십리동,1003,1003,0,201801,21~31,81000
228,서울특별시,동대문구,답십리동,1003,1003,0,201801,21~31,69000
229,서울특별시,동대문구,답십리동,1003,1003,0,201801,21~31,71500
251,서울특별시,동대문구,답십리동,530-5,530,5,201801,11~20,28500
252,서울특별시,동대문구,답십리동,530-5,530,5,201801,11~20,35000
253,서울특별시,동대문구,답십리동,530-5,530,5,201801,11~20,32500
261,서울특별시,동대문구,답십리동,997,997,0,201801,11~20,40000
270,서울특별시,동대문구,답십리동,645-8,645,8,201801,21~31,38000
271,서울특별시,동대문구,답십리동,645-8,645,8,201801,21~31,39000
276,서울특별시,동대문구,답십리동,464-1,464,1,201801,1~10,40200
277,서울특별시,동대문구,답십리동,464-1,464,1,201801,1~10,40000
283,서울특별시,동대문구,답십리동,989-1,989,1,201801,1~10,38900
284,서울특별시,동대문구,답십리동,989-1,989,1,201801,1~10,37000
285,서울특별시,동대문구,답십리동,989-1,989,1,201801,11~20,39500
286,서울특별시,동대문구,답십리동,989-1,989,1,201801,11~20,31300
287,서울특별시,동대문구,답십리동,989-1,989,1,201801,11~20,31800
288,서울특별시,동대문구,답십리동,989-1,989,1,201801,21~31,36700
289,서울특별시,동대문구,답십리동,989-1,989,1,201801,21~31,40900
290,서울특별시,동대문구,답십리동,989-1,989,1,201801,21~31,39800
310,서울특별시,동대문구,답십리동,999,999,0,201801,11~20,36500
311,서울특별시,동대문구,답십리동,999,999,0,201801,21~31,42500
317,서울특별시,동대문구,답십리동,497-23,497,23,201801,21~31,16000
325,서울특별시,동대문구,답십리동,1002,1002,0,201801,1~10,59800
326,서울특별시,동대문구,답십리동,1002,1002,0,201801,1~10,66800
327,서울특별시,동대문구,답십리동,1002,1002,0,201801,1~10,65000
328,서울특별시,동대문구,답십리동,1002,1002,0,201801,21~31,62000
329,서울특별시,동대문구,답십리동,1002,1002,0,201801,21~31,71500
330,서울특별시,동대문구,답십리동,1002,1002,0,201801,21~31,64500
340,서울특별시,동대문구,답십리동,Feb-80,80,2,201801,11~20,39900
345,서울특별시,동대문구,답십리동,1001,1001,0,201801,1~10,53000
347,서울특별시,동대문구,답십리동,494-1,494,1,201801,1~10,14900
350,서울특별시,동대문구,답십리동,530-15,530,15,201801,1~10,13800
351,서울특별시,동대문구,답십리동,530-15,530,15,201801,11~20,14400
352,서울특별시,동대문구,답십리동,530-15,530,15,201801,21~31,15000
361,서울특별시,동대문구,용두동,104-3,104,3,201801,1~10,34500
362,서울특별시,동대문구,용두동,104-3,104,3,201801,11~20,35000
369,서울특별시,동대문구,용두동,791,791,0,201801,1~10,58000
370,서울특별시,동대문구,용두동,791,791,0,201801,1~10,55000
371,서울특별시,동대문구,용두동,791,791,0,201801,21~31,64500
372,서울특별시,동대문구,용두동,791,791,0,201801,21~31,69800
383,서울특별시,동대문구,용두동,792,792,0,201801,1~10,68500
384,서울특별시,동대문구,용두동,792,792,0,201801,1~10,81000
385,서울특별시,동대문구,용두동,792,792,0,201801,1~10,80800
386,서울특별시,동대문구,용두동,792,792,0,201801,1~10,72000
387,서울특별시,동대문구,용두동,792,792,0,201801,1~10,69500
388,서울특별시,동대문구,용두동,792,792,0,201801,1~10,78000
389,서울특별시,동대문구,용두동,792,792,0,201801,11~20,60000
390,서울특별시,동대문구,용두동,792,792,0,201801,11~20,73000
391,서울특별시,동대문구,용두동,792,792,0,201801,21~31,75000
392,서울특별시,동대문구,용두동,792,792,0,201801,21~31,57500
411,서울특별시,동대문구,용두동,790,790,0,201801,1~10,58300
412,서울특별시,동대문구,용두동,790,790,0,201801,1~10,29500
413,서울특별시,동대문구,용두동,790,790,0,201801,21~31,66700
427,서울특별시,동대문구,용두동,779,779,0,201801,11~20,46900
428,서울특별시,동대문구,용두동,779,779,0,201801,11~20,36800
429,서울특별시,동대문구,용두동,779,779,0,201801,11~20,38000
430,서울특별시,동대문구,용두동,779,779,0,201801,11~20,47450
431,서울특별시,동대문구,용두동,779,779,0,201801,11~20,45700
432,서울특별시,동대문구,용두동,779,779,0,201801,21~31,35000
433,서울특별시,동대문구,용두동,779,779,0,201801,21~31,37900
450,서울특별시,동대문구,용두동,236-1,236,1,201801,11~20,44000
452,서울특별시,동대문구,용두동,255-66,255,66,201801,21~31,51500
463,서울특별시,동대문구,이문동,225,225,0,201801,1~10,46500
464,서울특별시,동대문구,이문동,225,225,0,201801,1~10,40000
465,서울특별시,동대문구,이문동,225,225,0,201801,1~10,49500
466,서울특별시,동대문구,이문동,225,225,0,201801,1~10,43200
467,서울특별시,동대문구,이문동,225,225,0,201801,11~20,53000
468,서울특별시,동대문구,이문동,225,225,0,201801,11~20,58000
469,서울특별시,동대문구,이문동,225,225,0,201801,21~31,54800
470,서울특별시,동대문구,이문동,225,225,0,201801,21~31,45500
507,서울특별시,동대문구,이문동,45,45,0,201801,21~31,43500
520,서울특별시,동대문구,이문동,311,311,0,201801,11~20,64800
521,서울특별시,동대문구,이문동,311,311,0,201801,11~20,46500
522,서울특별시,동대문구,이문동,311,311,0,201801,21~31,46500
523,서울특별시,동대문구,이문동,311,311,0,201801,21~31,48000
540,서울특별시,동대문구,이문동,73,73,0,201801,21~31,33000
554,서울특별시,동대문구,이문동,64,64,0,201801,1~10,42000
555,서울특별시,동대문구,이문동,64,64,0,201801,1~10,36900
556,서울특별시,동대문구,이문동,64,64,0,201801,1~10,36800
557,서울특별시,동대문구,이문동,64,64,0,201801,11~20,39750
558,서울특별시,동대문구,이문동,64,64,0,201801,11~20,47400
559,서울특별시,동대문구,이문동,64,64,0,201801,21~31,41350
560,서울특별시,동대문구,이문동,64,64,0,201801,21~31,47800
561,서울특별시,동대문구,이문동,64,64,0,201801,21~31,35000
562,서울특별시,동대문구,이문동,64,64,0,201801,21~31,37850
563,서울특별시,동대문구,이문동,64,64,0,201801,21~31,47700
564,서울특별시,동대문구,이문동,64,64,0,201801,21~31,36900
565,서울특별시,동대문구,이문동,64,64,0,201801,21~31,47900
566,서울특별시,동대문구,이문동,64,64,0,201801,21~31,47000
609,서울특별시,동대문구,이문동,427,427,0,201801,21~31,46300
620,서울특별시,동대문구,이문동,425,425,0,201801,21~31,59500
621,서울특별시,동대문구,이문동,425,425,0,201801,21~31,49300
635,서울특별시,동대문구,이문동,54,54,0,201801,1~10,34600
636,서울특별시,동대문구,이문동,54,54,0,201801,11~20,34500
637,서울특별시,동대문구,이문동,54,54,0,201801,21~31,34400
638,서울특별시,동대문구,이문동,54,54,0,201801,21~31,46750
664,서울특별시,동대문구,장안동,400-3,400,3,201801,21~31,40000
666,서울특별시,동대문구,장안동,350-11,350,11,201801,1~10,33000
671,서울특별시,동대문구,장안동,374-8,374,8,201801,21~31,28700
672,서울특별시,동대문구,장안동,578,578,0,201801,11~20,37000
673,서울특별시,동대문구,장안동,578,578,0,201801,21~31,33000
675,서울특별시,동대문구,장안동,440-12,440,12,201801,21~31,28000
677,서울특별시,동대문구,장안동,375-7,375,7,201801,11~20,41500
690,서울특별시,동대문구,장안동,329-3,329,3,201801,1~10,55700
691,서울특별시,동대문구,장안동,329-3,329,3,201801,1~10,47800
692,서울특별시,동대문구,장안동,329-3,329,3,201801,1~10,62500
693,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,53500
694,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,56000
695,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,56000
696,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,55500
697,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,55450
698,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,54000
699,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,55300
700,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,52300
701,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,46800
702,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,52750
703,서울특별시,동대문구,장안동,329-3,329,3,201801,11~20,61700
704,서울특별시,동대문구,장안동,329-3,329,3,201801,21~31,65000
705,서울특별시,동대문구,장안동,329-3,329,3,201801,21~31,56000
706,서울특별시,동대문구,장안동,329-3,329,3,201801,21~31,42700
707,서울특별시,동대문구,장안동,329-3,329,3,201801,21~31,59800
708,서울특별시,동대문구,장안동,329-3,329,3,201801,21~31,63500
709,서울특별시,동대문구,장안동,329-3,329,3,201801,21~31,64500
710,서울특별시,동대문구,장안동,329-3,329,3,201801,21~31,56800
749,서울특별시,동대문구,장안동,337-3,337,3,201801,1~10,35000
750,서울특별시,동대문구,장안동,337-3,337,3,201801,21~31,34300
752,서울특별시,동대문구,장안동,342-3,342,3,201801,11~20,34000
755,서울특별시,동대문구,장안동,335-8,335,8,201801,11~20,24800
758,서울특별시,동대문구,장안동,556,556,0,201801,11~20,38000
764,서울특별시,동대문구,장안동,454-1,454,1,201801,21~31,37500
765,서울특별시,동대문구,장안동,354-2,354,2,201801,1~10,62500
766,서울특별시,동대문구,장안동,354-2,354,2,201801,11~20,51500
767,서울특별시,동대문구,장안동,354-2,354,2,201801,11~20,53800
768,서울특별시,동대문구,장안동,354-2,354,2,201801,21~31,62000
789,서울특별시,동대문구,장안동,371-1,371,1,201801,11~20,44800
816,서울특별시,동대문구,장안동,567,567,0,201801,1~10,43950
817,서울특별시,동대문구,장안동,567,567,0,201801,11~20,43000
830,서울특별시,동대문구,장안동,562,562,0,201801,21~31,43000
834,서울특별시,동대문구,장안동,342-21,342,21,201801,21~31,31700
842,서울특별시,동대문구,장안동,581,581,0,201801,1~10,44900
843,서울특별시,동대문구,장안동,581,581,0,201801,1~10,45000
844,서울특별시,동대문구,장안동,581,581,0,201801,11~20,40000
854,서울특별시,동대문구,장안동,463-10,463,10,201801,1~10,39800
857,서울특별시,동대문구,장안동,580,580,0,201801,1~10,54200
866,서울특별시,동대문구,장안동,575,575,0,201801,1~10,46900
867,서울특별시,동대문구,장안동,575,575,0,201801,1~10,47000
868,서울특별시,동대문구,장안동,575,575,0,201801,21~31,45000
869,서울특별시,동대문구,장안동,575,575,0,201801,21~31,48000
870,서울특별시,동대문구,장안동,575,575,0,201801,21~31,48000
875,서울특별시,동대문구,장안동,466-5,466,5,201801,21~31,12000
877,서울특별시,동대문구,장안동,336,336,0,201801,1~10,52500
878,서울특별시,동대문구,장안동,336,336,0,201801,1~10,49000
879,서울특별시,동대문구,장안동,336,336,0,201801,1~10,53000
880,서울특별시,동대문구,장안동,336,336,0,201801,11~20,51300
881,서울특별시,동대문구,장안동,336,336,0,201801,11~20,44900
882,서울특별시,동대문구,장안동,336,336,0,201801,11~20,60000
883,서울특별시,동대문구,장안동,336,336,0,201801,11~20,52700
884,서울특별시,동대문구,장안동,336,336,0,201801,11~20,52500
885,서울특별시,동대문구,장안동,336,336,0,201801,11~20,63000
886,서울특별시,동대문구,장안동,336,336,0,201801,11~20,44900
887,서울특별시,동대문구,장안동,336,336,0,201801,11~20,65000
888,서울특별시,동대문구,장안동,336,336,0,201801,11~20,45000
889,서울특별시,동대문구,장안동,336,336,0,201801,11~20,48500
890,서울특별시,동대문구,장안동,336,336,0,201801,21~31,63000
891,서울특별시,동대문구,장안동,336,336,0,201801,21~31,56500
892,서울특별시,동대문구,장안동,336,336,0,201801,21~31,53400
893,서울특별시,동대문구,장안동,336,336,0,201801,21~31,53000
894,서울특별시,동대문구,장안동,336,336,0,201801,21~31,53000
895,서울특별시,동대문구,장안동,336,336,0,201801,21~31,53000
939,서울특별시,동대문구,장안동,329-2,329,2,201801,1~10,67500
940,서울특별시,동대문구,장안동,329-2,329,2,201801,1~10,47000
941,서울특별시,동대문구,장안동,329-2,329,2,201801,1~10,75800
942,서울특별시,동대문구,장안동,329-2,329,2,201801,1~10,58250
943,서울특별시,동대문구,장안동,329-2,329,2,201801,1~10,47000
944,서울특별시,동대문구,장안동,329-2,329,2,201801,11~20,68000
945,서울특별시,동대문구,장안동,329-2,329,2,201801,11~20,47000
946,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,59700
947,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,70000
948,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,47000
949,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,58500
950,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,59800
951,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,61500
952,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,49000
953,서울특별시,동대문구,장안동,329-2,329,2,201801,21~31,69500
984,서울특별시,동대문구,장안동,573,573,0,201801,11~20,45800
985,서울특별시,동대문구,장안동,573,573,0,201801,11~20,45800
989,서울특별시,동대문구,장안동,332-2,332,2,201801,21~31,30000
992,서울특별시,동대문구,장안동,347-8,347,8,201801,1~10,33400
1003,서울특별시,동대문구,장안동,346-2,346,2,201801,1~10,32500
1004,서울특별시,동대문구,장안동,346-2,346,2,201801,21~31,33600
1008,서울특별시,동대문구,장안동,383-11,383,11,201801,11~20,29200
1013,서울특별시,동대문구,장안동,364-9,364,9,201801,11~20,20800
1014,서울특별시,동대문구,장안동,364-9,364,9,201801,21~31,18300
1018,서울특별시,동대문구,장안동,555-1,555,1,201801,1~10,38200
1019,서울특별시,동대문구,장안동,555-1,555,1,201801,11~20,39500
1020,서울특별시,동대문구,장안동,555-1,555,1,201801,11~20,39100
1021,서울특별시,동대문구,장안동,555-1,555,1,201801,21~31,37000
1022,서울특별시,동대문구,장안동,555-1,555,1,201801,21~31,40000
1028,서울특별시,동대문구,장안동,Jan-95,95,1,201801,11~20,43500
1029,서울특별시,동대문구,장안동,Jan-95,95,1,201801,11~20,43200
1030,서울특별시,동대문구,장안동,Jan-95,95,1,201801,11~20,43500
1031,서울특별시,동대문구,장안동,Jan-95,95,1,201801,21~31,44000
1032,서울특별시,동대문구,장안동,Jan-95,95,1,201801,21~31,42500
1033,서울특별시,동대문구,장안동,Jan-95,95,1,201801,21~31,43000
1044,서울특별시,동대문구,장안동,373-3,373,3,201801,11~20,12550
1045,서울특별시,동대문구,장안동,373-3,373,3,201801,21~31,12990
1054,서울특별시,동대문구,장안동,571,571,0,201801,21~31,46000
1060,서울특별시,동대문구,장안동,417-3,417,3,201801,11~20,42000
1063,서울특별시,동대문구,장안동,566,566,0,201801,1~10,37000
1064,서울특별시,동대문구,장안동,566,566,0,201801,11~20,41000
1065,서울특별시,동대문구,장안동,566,566,0,201801,21~31,35000
1070,서울특별시,동대문구,장안동,561,561,0,201801,21~31,42000
1074,서울특별시,동대문구,장안동,576,576,0,201801,21~31,44000
1076,서울특별시,동대문구,전농동,645-2,645,2,201801,1~10,38000
1077,서울특별시,동대문구,전농동,645-2,645,2,201801,11~20,46000
1078,서울특별시,동대문구,전농동,645-2,645,2,201801,21~31,39500
1079,서울특별시,동대문구,전농동,645-2,645,2,201801,21~31,55000
1089,서울특별시,동대문구,전농동,690,690,0,201801,1~10,88000
1090,서울특별시,동대문구,전농동,690,690,0,201801,1~10,68000
1091,서울특별시,동대문구,전농동,690,690,0,201801,1~10,68000
1092,서울특별시,동대문구,전농동,690,690,0,201801,1~10,69300
1093,서울특별시,동대문구,전농동,690,690,0,201801,1~10,83000
1094,서울특별시,동대문구,전농동,690,690,0,201801,1~10,78000
1095,서울특별시,동대문구,전농동,690,690,0,201801,1~10,68000
1096,서울특별시,동대문구,전농동,690,690,0,201801,11~20,82000
1097,서울특별시,동대문구,전농동,690,690,0,201801,11~20,90000
1098,서울특별시,동대문구,전농동,690,690,0,201801,11~20,65500
1099,서울특별시,동대문구,전농동,690,690,0,201801,11~20,67000
1100,서울특별시,동대문구,전농동,690,690,0,201801,11~20,84700
1101,서울특별시,동대문구,전농동,690,690,0,201801,11~20,90000
1102,서울특별시,동대문구,전농동,690,690,0,201801,21~31,70000
1103,서울특별시,동대문구,전농동,690,690,0,201801,21~31,85000
1104,서울특별시,동대문구,전농동,690,690,0,201801,21~31,70900
1105,서울특별시,동대문구,전농동,690,690,0,201801,21~31,78000
1106,서울특별시,동대문구,전농동,690,690,0,201801,21~31,75000
1107,서울특별시,동대문구,전농동,690,690,0,201801,21~31,88000
1133,서울특별시,동대문구,전농동,688,688,0,201801,1~10,59500
1134,서울특별시,동대문구,전농동,688,688,0,201801,1~10,69300
1135,서울특별시,동대문구,전농동,688,688,0,201801,1~10,59900
1136,서울특별시,동대문구,전농동,688,688,0,201801,1~10,57000
1137,서울특별시,동대문구,전농동,688,688,0,201801,11~20,59000
1138,서울특별시,동대문구,전농동,688,688,0,201801,11~20,57000
1139,서울특별시,동대문구,전농동,688,688,0,201801,11~20,68000
1140,서울특별시,동대문구,전농동,688,688,0,201801,11~20,59000
1141,서울특별시,동대문구,전농동,688,688,0,201801,11~20,59100
1142,서울특별시,동대문구,전농동,688,688,0,201801,21~31,68500
1143,서울특별시,동대문구,전농동,688,688,0,201801,21~31,65000
1144,서울특별시,동대문구,전농동,688,688,0,201801,21~31,69000
1159,서울특별시,동대문구,전농동,10,10,0,201801,1~10,49200
1160,서울특별시,동대문구,전농동,10,10,0,201801,1~10,49900
1161,서울특별시,동대문구,전농동,10,10,0,201801,1~10,50000
1162,서울특별시,동대문구,전농동,10,10,0,201801,1~10,37000
1163,서울특별시,동대문구,전농동,10,10,0,201801,1~10,39400
1164,서울특별시,동대문구,전농동,10,10,0,201801,1~10,51700
1165,서울특별시,동대문구,전농동,10,10,0,201801,1~10,40000
1166,서울특별시,동대문구,전농동,10,10,0,201801,1~10,37000
1167,서울특별시,동대문구,전농동,10,10,0,201801,1~10,55850
1168,서울특별시,동대문구,전농동,10,10,0,201801,11~20,38000
1169,서울특별시,동대문구,전농동,10,10,0,201801,11~20,42300
1170,서울특별시,동대문구,전농동,10,10,0,201801,11~20,55000
1171,서울특별시,동대문구,전농동,10,10,0,201801,11~20,41000
1172,서울특별시,동대문구,전농동,10,10,0,201801,11~20,52000
1173,서울특별시,동대문구,전농동,10,10,0,201801,11~20,37900
1174,서울특별시,동대문구,전농동,10,10,0,201801,11~20,38800
1175,서울특별시,동대문구,전농동,10,10,0,201801,11~20,50000
1176,서울특별시,동대문구,전농동,10,10,0,201801,21~31,39900
1177,서울특별시,동대문구,전농동,10,10,0,201801,21~31,55000
1178,서울특별시,동대문구,전농동,10,10,0,201801,21~31,51000
1179,서울특별시,동대문구,전농동,10,10,0,201801,21~31,41700
1180,서울특별시,동대문구,전농동,10,10,0,201801,21~31,41000
1181,서울특별시,동대문구,전농동,10,10,0,201801,21~31,51800
1182,서울특별시,동대문구,전농동,10,10,0,201801,21~31,56500
1183,서울특별시,동대문구,전농동,10,10,0,201801,21~31,41000
1184,서울특별시,동대문구,전농동,10,10,0,201801,21~31,39900
1222,서울특별시,동대문구,전농동,155,155,0,201801,1~10,40000
1223,서울특별시,동대문구,전농동,155,155,0,201801,11~20,39000
1224,서울특별시,동대문구,전농동,155,155,0,201801,11~20,51000
1225,서울특별시,동대문구,전농동,155,155,0,201801,11~20,54500
1226,서울특별시,동대문구,전농동,155,155,0,201801,11~20,37500
1227,서울특별시,동대문구,전농동,155,155,0,201801,21~31,54000
1247,서울특별시,동대문구,전농동,Apr-32,32,4,201801,21~31,45000
1249,서울특별시,동대문구,전농동,6,6,0,201801,1~10,32000
1250,서울특별시,동대문구,전농동,6,6,0,201801,1~10,38900
1251,서울특별시,동대문구,전농동,6,6,0,201801,11~20,41000
1252,서울특별시,동대문구,전농동,6,6,0,201801,11~20,22700
1253,서울특별시,동대문구,전농동,6,6,0,201801,11~20,45500
1254,서울특별시,동대문구,전농동,6,6,0,201801,11~20,28500
1255,서울특별시,동대문구,전농동,6,6,0,201801,11~20,27500
1256,서울특별시,동대문구,전농동,6,6,0,201801,11~20,27500
1257,서울특별시,동대문구,전농동,6,6,0,201801,11~20,40000
1258,서울특별시,동대문구,전농동,6,6,0,201801,11~20,41500
1259,서울특별시,동대문구,전농동,6,6,0,201801,11~20,27800
1260,서울특별시,동대문구,전농동,6,6,0,201801,11~20,46500
1261,서울특별시,동대문구,전농동,6,6,0,201801,11~20,40900
1262,서울특별시,동대문구,전농동,6,6,0,201801,11~20,44700
1263,서울특별시,동대문구,전농동,6,6,0,201801,21~31,44000
1264,서울특별시,동대문구,전농동,6,6,0,201801,21~31,41800
1265,서울특별시,동대문구,전농동,6,6,0,201801,21~31,44900
1266,서울특별시,동대문구,전농동,6,6,0,201801,21~31,43000
1310,서울특별시,동대문구,제기동,153,153,0,201801,1~10,49000
1311,서울특별시,동대문구,제기동,153,153,0,201801,1~10,52500
1312,서울특별시,동대문구,제기동,153,153,0,201801,21~31,54700
1313,서울특별시,동대문구,제기동,153,153,0,201801,21~31,54000
1314,서울특별시,동대문구,제기동,153,153,0,201801,21~31,59000
1315,서울특별시,동대문구,제기동,153,153,0,201801,21~31,50900
1316,서울특별시,동대문구,제기동,153,153,0,201801,21~31,40000
1328,서울특별시,동대문구,제기동,1213,1213,0,201801,1~10,15500
1341,서울특별시,동대문구,제기동,252,252,0,201801,21~31,46500
1348,서울특별시,동대문구,제기동,1212,1212,0,201801,1~10,38500
1349,서울특별시,동대문구,제기동,1212,1212,0,201801,1~10,45000
1350,서울특별시,동대문구,제기동,1212,1212,0,201801,1~10,52500
1351,서울특별시,동대문구,제기동,1212,1212,0,201801,1~10,45000
1352,서울특별시,동대문구,제기동,1212,1212,0,201801,11~20,39400
1353,서울특별시,동대문구,제기동,1212,1212,0,201801,11~20,40300
1354,서울특별시,동대문구,제기동,1212,1212,0,201801,11~20,50000
1355,서울특별시,동대문구,제기동,1212,1212,0,201801,21~31,54500
1356,서울특별시,동대문구,제기동,1212,1212,0,201801,21~31,40000
1357,서울특별시,동대문구,제기동,1212,1212,0,201801,21~31,55000
1358,서울특별시,동대문구,제기동,1212,1212,0,201801,21~31,46500
1359,서울특별시,동대문구,제기동,1212,1212,0,201801,21~31,49500
1377,서울특별시,동대문구,제기동,892-66,892,66,201801,1~10,38000
1378,서울특별시,동대문구,제기동,892-66,892,66,201801,21~31,45000
