id,si,gu,dong,bunji,yearSold,daySold,salesPrice
1206,서울특별시,동대문구,제기동,1**,201803,11~20,86000
1209,서울특별시,동대문구,제기동,6*,201803,11~20,145000
1214,서울특별시,동대문구,청량리동,4**,201803,21~31,43500
1216,서울특별시,동대문구,청량리동,4*,201803,21~31,44200
1222,서울특별시,동대문구,청량리동,2**,201803,21~31,25500
1227,서울특별시,동대문구,청량리동,4**,201803,11~20,28000
1228,서울특별시,동대문구,청량리동,1**,201803,21~31,31500
1235,서울특별시,동대문구,청량리동,2**,201803,11~20,23500
1237,서울특별시,동대문구,청량리동,2**,201803,11~20,34600
1240,서울특별시,동대문구,청량리동,1**,201803,21~31,35300
1246,서울특별시,동대문구,청량리동,2**,201803,11~20,40300
1250,서울특별시,동대문구,청량리동,2**,201803,21~31,43200
1254,서울특별시,동대문구,청량리동,3**,201803,21~31,59500
1265,서울특별시,동대문구,청량리동,4**,201803,21~31,65300
1268,서울특별시,동대문구,회기동,5*,201803,11~20,82000
1271,서울특별시,동대문구,회기동,6*,201803,1~10,69000
1273,서울특별시,동대문구,회기동,4*,201803,1~10,30000
1275,서울특별시,동대문구,회기동,2*,201803,21~31,72000
1278,서울특별시,동대문구,회기동,1**,201803,21~31,65000
1279,서울특별시,동대문구,회기동,1**,201803,21~31,65000
1285,서울특별시,동대문구,휘경동,2**,201803,21~31,103500
1286,서울특별시,동대문구,휘경동,1**,201803,21~31,99500
1292,서울특별시,동대문구,휘경동,1**,201803,21~31,38000
1293,서울특별시,동대문구,휘경동,1**,201803,11~20,47500
1296,서울특별시,동대문구,휘경동,3**,201803,11~20,39800
1298,서울특별시,동대문구,휘경동,1**,201803,1~10,40000
1299,서울특별시,동대문구,휘경동,1**,201803,11~20,44700
1302,서울특별시,동대문구,휘경동,3**,201803,11~20,3780
1311,서울특별시,동대문구,휘경동,4*,201803,21~31,75000
1313,서울특별시,동대문구,휘경동,2**,201803,11~20,85200
1314,서울특별시,동대문구,휘경동,1**,201803,11~20,58800
1316,서울특별시,동대문구,휘경동,2**,201803,11~20,170000
1317,서울특별시,동대문구,휘경동,1**,201803,21~31,55000
1318,서울특별시,동대문구,휘경동,3**,201803,1~10,98000
8,서울특별시,성북구,길음동,5**,201804,21~30,56570
9,서울특별시,성북구,길음동,1***,201804,21~30,25800
11,서울특별시,성북구,길음동,9**,201804,1~10,52962
48,서울특별시,성북구,동소문동7가,1*,201804,11~20,66600
49,서울특별시,성북구,보문동1가,1**,201804,21~30,50000
50,서울특별시,성북구,보문동1가,2**,201804,21~30,13700
52,서울특별시,성북구,보문동1가,1**,201804,1~10,24000
54,서울특별시,성북구,보문동1가,6*,201804,1~10,31640
57,서울특별시,성북구,보문동2가,5*,201804,1~10,145000
68,서울특별시,성북구,보문동6가,2**,201804,21~30,81700
70,서울특별시,성북구,삼선동1가,2**,201804,21~30,35500
76,서울특별시,성북구,삼선동1가,2**,201804,21~30,52500
80,서울특별시,성북구,삼선동1가,2**,201804,11~20,35500
85,서울특별시,성북구,삼선동1가,2**,201804,1~10,80000
94,서울특별시,성북구,삼선동2가,3**,201804,11~20,49500
105,서울특별시,성북구,삼선동3가,9*,201804,11~20,27000
119,서울특별시,성북구,삼선동5가,1**,201804,1~10,92300
138,서울특별시,성북구,상월곡동,5*,201804,1~10,116000
144,서울특별시,성북구,석관동,6*,201804,21~30,33500
163,서울특별시,성북구,석관동,3**,201804,21~30,18100
176,서울특별시,성북구,석관동,1**,201804,21~30,35000
182,서울특별시,성북구,석관동,1**,201804,21~30,36000
183,서울특별시,성북구,석관동,3**,201804,1~10,37500
186,서울특별시,성북구,석관동,3**,201804,11~20,28500
188,서울특별시,성북구,석관동,3**,201804,21~30,20800
191,서울특별시,성북구,석관동,1**,201804,21~30,37800
202,서울특별시,성북구,석관동,1**,201804,21~30,47800
206,서울특별시,성북구,석관동,2**,201804,11~20,29900
212,서울특별시,성북구,석관동,1**,201804,21~30,27000
214,서울특별시,성북구,석관동,1**,201804,1~10,44900
222,서울특별시,성북구,석관동,3**,201804,1~10,34500
238,서울특별시,성북구,석관동,1**,201804,1~10,63800
239,서울특별시,성북구,석관동,1**,201804,1~10,61600
246,서울특별시,성북구,석관동,1**,201804,21~30,60000
249,서울특별시,성북구,석관동,1**,201804,21~30,71400
267,서울특별시,성북구,성북동,1**,201804,11~20,13000
272,서울특별시,성북구,성북동,4*,201804,11~20,19000
273,서울특별시,성북구,성북동,*,201804,1~10,20000
284,서울특별시,성북구,성북동,1**,201804,1~10,63000
291,서울특별시,성북구,성북동,*,201804,1~10,50000
292,서울특별시,성북구,성북동,1**,201804,21~30,70000
295,서울특별시,성북구,성북동,1*,201804,11~20,225000
301,서울특별시,성북구,성북동1가,1**,201804,11~20,118000
308,서울특별시,성북구,안암동2가,1**,201804,11~20,61000
312,서울특별시,성북구,안암동2가,1**,201804,21~30,124300
314,서울특별시,성북구,안암동3가,1**,201804,11~20,107000
318,서울특별시,성북구,안암동3가,1**,201804,1~10,22000
321,서울특별시,성북구,안암동3가,1**,201804,21~30,148000
323,서울특별시,성북구,안암동4가,4*,201804,11~20,410000
334,서울특별시,성북구,장위동,6*,201804,11~20,40300
338,서울특별시,성북구,장위동,7*,201804,1~10,60000
344,서울특별시,성북구,장위동,2**,201804,1~10,27000
352,서울특별시,성북구,장위동,6*,201804,11~20,22500
354,서울특별시,성북구,장위동,2**,201804,21~30,30000
358,서울특별시,성북구,장위동,*,201804,21~30,37000
361,서울특별시,성북구,장위동,2**,201804,11~20,18000
363,서울특별시,성북구,장위동,7*,201804,21~30,35000
365,서울특별시,성북구,장위동,6*,201804,1~10,31500
368,서울특별시,성북구,장위동,2**,201804,21~30,43000
385,서울특별시,성북구,장위동,7*,201804,11~20,32000
387,서울특별시,성북구,장위동,6*,201804,11~20,28500
389,서울특별시,성북구,장위동,1**,201804,1~10,44000
392,서울특별시,성북구,장위동,7*,201804,1~10,36600
397,서울특별시,성북구,장위동,2**,201804,21~30,34400
412,서울특별시,성북구,장위동,7*,201804,1~10,57600
420,서울특별시,성북구,장위동,6*,201804,21~30,53420
428,서울특별시,성북구,장위동,7*,201804,21~30,40000
443,서울특별시,성북구,장위동,6*,201804,21~30,55050
445,서울특별시,성북구,장위동,6*,201804,1~10,70480
450,서울특별시,성북구,장위동,2**,201804,21~30,60000
456,서울특별시,성북구,장위동,7*,201804,11~20,51000
458,서울특별시,성북구,장위동,6*,201804,21~30,50950
474,서울특별시,성북구,장위동,2**,201804,11~20,60000
487,서울특별시,성북구,장위동,2**,201804,21~30,109000
488,서울특별시,성북구,장위동,2**,201804,21~30,73500
489,서울특별시,성북구,장위동,2**,201804,21~30,90000
492,서울특별시,성북구,장위동,2**,201804,11~20,72000
497,서울특별시,성북구,장위동,7*,201804,11~20,64500
501,서울특별시,성북구,장위동,2**,201804,1~10,60500
517,서울특별시,성북구,장위동,2**,201804,11~20,79800
524,서울특별시,성북구,장위동,2**,201804,1~10,136300
525,서울특별시,성북구,장위동,6*,201804,1~10,160000
534,서울특별시,성북구,정릉동,2**,201804,21~30,85000
536,서울특별시,성북구,정릉동,2**,201804,21~30,68300
539,서울특별시,성북구,정릉동,7**,201804,1~10,10500
545,서울특별시,성북구,정릉동,6**,201804,11~20,13000
553,서울특별시,성북구,정릉동,3**,201804,1~10,27500
555,서울특별시,성북구,정릉동,1**,201804,11~20,23118
562,서울특별시,성북구,정릉동,2**,201804,11~20,45000
564,서울특별시,성북구,정릉동,7**,201804,1~10,29000
565,서울특별시,성북구,정릉동,2**,201804,11~20,46500
566,서울특별시,성북구,정릉동,1*,201804,11~20,45700
572,서울특별시,성북구,정릉동,2**,201804,11~20,50700
574,서울특별시,성북구,정릉동,2**,201804,11~20,46000
575,서울특별시,성북구,정릉동,2**,201804,11~20,46800
578,서울특별시,성북구,정릉동,2**,201804,11~20,67500
581,서울특별시,성북구,정릉동,2**,201804,11~20,52650
583,서울특별시,성북구,정릉동,1*,201804,21~30,100000
585,서울특별시,성북구,정릉동,1**,201804,1~10,50400
586,서울특별시,성북구,정릉동,6**,201804,11~20,114000
587,서울특별시,성북구,정릉동,8**,201804,11~20,40000
588,서울특별시,성북구,정릉동,3**,201804,11~20,135000
594,서울특별시,성북구,정릉동,1**,201804,1~10,61000
595,서울특별시,성북구,정릉동,1**,201804,11~20,66000
596,서울특별시,성북구,정릉동,1*,201804,21~30,72800
608,서울특별시,성북구,정릉동,8**,201804,1~10,41500
610,서울특별시,성북구,정릉동,7**,201804,11~20,190000
612,서울특별시,성북구,정릉동,7**,201804,11~20,215000
613,서울특별시,성북구,정릉동,7**,201804,21~30,215000
627,서울특별시,성북구,종암동,9*,201804,11~20,88000
633,서울특별시,성북구,종암동,*,201804,11~20,18000
639,서울특별시,성북구,종암동,*,201804,21~30,29500
641,서울특별시,성북구,종암동,*,201804,21~30,29000
649,서울특별시,성북구,종암동,*,201804,11~20,60000
652,서울특별시,성북구,종암동,1*,201804,21~30,82955
664,서울특별시,성북구,종암동,4*,201804,1~10,196000
665,서울특별시,성북구,하월곡동,8*,201804,21~30,33300
667,서울특별시,성북구,하월곡동,6*,201804,1~10,43000
669,서울특별시,성북구,하월곡동,9*,201804,11~20,41500
680,서울특별시,성북구,하월곡동,1*,201804,1~10,34800
681,서울특별시,성북구,하월곡동,9*,201804,21~30,75000
682,서울특별시,성북구,하월곡동,3*,201804,11~20,54000
688,서울특별시,성북구,하월곡동,9*,201804,11~20,52000
696,서울특별시,동대문구,답십리동,*,201804,21~30,34500
705,서울특별시,동대문구,답십리동,4**,201804,21~30,77500
722,서울특별시,동대문구,답십리동,4**,201804,21~30,66000
729,서울특별시,동대문구,답십리동,2**,201804,21~30,103000
731,서울특별시,동대문구,답십리동,3*,201804,1~10,59500
735,서울특별시,동대문구,답십리동,9**,201804,11~20,91500
736,서울특별시,동대문구,답십리동,4**,201804,11~20,86000
742,서울특별시,동대문구,답십리동,4**,201804,21~30,100000
743,서울특별시,동대문구,답십리동,4**,201804,21~30,120000
748,서울특별시,동대문구,신설동,9*,201804,21~30,14300
754,서울특별시,동대문구,신설동,4*,201804,11~20,63000
758,서울특별시,동대문구,신설동,9*,201804,21~30,19400
763,서울특별시,동대문구,용두동,2*,201804,21~30,196500
765,서울특별시,동대문구,용두동,2**,201804,21~30,33288
772,서울특별시,동대문구,용두동,1**,201804,11~20,50500
783,서울특별시,동대문구,용두동,1**,201804,1~10,42600
801,서울특별시,동대문구,용두동,3*,201804,11~20,70000
802,서울특별시,동대문구,용두동,3*,201804,11~20,56000
807,서울특별시,동대문구,용두동,3*,201804,21~30,72000
808,서울특별시,동대문구,용두동,3*,201804,21~30,69000
810,서울특별시,동대문구,용두동,3*,201804,21~30,69000
816,서울특별시,동대문구,용두동,1**,201804,1~10,147000
832,서울특별시,동대문구,이문동,8*,201804,1~10,46500
844,서울특별시,동대문구,이문동,1**,201804,21~30,59500
846,서울특별시,동대문구,이문동,3**,201804,21~30,72700
858,서울특별시,동대문구,이문동,4**,201804,21~30,25000
868,서울특별시,동대문구,이문동,1**,201804,1~10,33000
874,서울특별시,동대문구,이문동,3**,201804,1~10,25000
879,서울특별시,동대문구,이문동,3**,201804,1~10,27000
882,서울특별시,동대문구,이문동,7*,201804,1~10,19500
885,서울특별시,동대문구,이문동,2**,201804,11~20,27300
887,서울특별시,동대문구,이문동,2**,201804,1~10,32500
890,서울특별시,동대문구,이문동,1**,201804,11~20,34000
901,서울특별시,동대문구,이문동,2**,201804,1~10,30000
918,서울특별시,동대문구,이문동,1**,201804,21~30,30800
924,서울특별시,동대문구,이문동,1**,201804,1~10,43200
926,서울특별시,동대문구,이문동,1**,201804,1~10,29700
952,서울특별시,동대문구,이문동,1**,201804,1~10,32500
969,서울특별시,동대문구,이문동,2**,201804,11~20,42000
971,서울특별시,동대문구,이문동,3**,201804,21~30,58400
978,서울특별시,동대문구,이문동,3**,201804,1~10,70000
990,서울특별시,동대문구,이문동,2**,201804,11~20,48200
994,서울특별시,동대문구,이문동,2**,201804,1~10,37000
997,서울특별시,동대문구,이문동,3**,201804,21~30,128700
1016,서울특별시,동대문구,이문동,2**,201804,21~30,43000
1036,서울특별시,동대문구,이문동,1**,201804,1~10,86000
1038,서울특별시,동대문구,이문동,1**,201804,21~30,35000
1043,서울특별시,동대문구,장안동,9*,201804,11~20,53900
1054,서울특별시,동대문구,장안동,2**,201804,21~30,67400
1056,서울특별시,동대문구,장안동,3**,201804,1~10,78000
1057,서울특별시,동대문구,장안동,3**,201804,1~10,92000
1068,서울특별시,동대문구,장안동,4**,201804,21~30,102000
1070,서울특별시,동대문구,장안동,9*,201804,21~30,115000
1077,서울특별시,동대문구,전농동,5**,201804,1~10,35500
1085,서울특별시,동대문구,전농동,1**,201804,11~20,65600
1087,서울특별시,동대문구,전농동,6**,201804,11~20,13000
1096,서울특별시,동대문구,전농동,1**,201804,11~20,25000
1097,서울특별시,동대문구,전농동,6**,201804,21~30,26500
1098,서울특별시,동대문구,전농동,1**,201804,21~30,28000
1101,서울특별시,동대문구,전농동,3**,201804,11~20,28800
1102,서울특별시,동대문구,전농동,6**,201804,11~20,21500
1103,서울특별시,동대문구,전농동,1**,201804,21~30,34500
1112,서울특별시,동대문구,전농동,6*,201804,1~10,33600
1115,서울특별시,동대문구,전농동,6**,201804,1~10,35000
1118,서울특별시,동대문구,전농동,1**,201804,11~20,46800
1122,서울특별시,동대문구,전농동,5**,201804,11~20,36000
1138,서울특별시,동대문구,전농동,5**,201804,1~10,97000
1140,서울특별시,동대문구,전농동,5**,201804,1~10,125000
1145,서울특별시,동대문구,전농동,*,201804,21~30,57000
1152,서울특별시,동대문구,전농동,1**,201804,11~20,147700
1167,서울특별시,동대문구,제기동,1**,201804,11~20,19500
1177,서울특별시,동대문구,제기동,2**,201804,1~10,46800
1181,서울특별시,동대문구,제기동,1**,201804,21~30,28500
1185,서울특별시,동대문구,제기동,6*,201804,21~30,64000
1188,서울특별시,동대문구,제기동,8**,201804,21~30,49450
1189,서울특별시,동대문구,제기동,1**,201804,21~30,79300
1193,서울특별시,동대문구,제기동,8**,201804,21~30,63000
1194,서울특별시,동대문구,제기동,1**,201804,21~30,61700
1197,서울특별시,동대문구,제기동,8**,201804,1~10,84000
1201,서울특별시,동대문구,제기동,6*,201804,21~30,42000
1204,서울특별시,동대문구,제기동,1**,201804,1~10,79000
1205,서울특별시,동대문구,제기동,6*,201804,1~10,140000
1215,서울특별시,동대문구,청량리동,2**,201804,21~30,45800
1218,서울특별시,동대문구,청량리동,4**,201804,1~10,65000
1221,서울특별시,동대문구,청량리동,5*,201804,1~10,10000
1229,서울특별시,동대문구,청량리동,1**,201804,11~20,32600
1248,서울특별시,동대문구,청량리동,2**,201804,1~10,44200
1257,서울특별시,동대문구,청량리동,4**,201804,1~10,56500
1272,서울특별시,동대문구,회기동,*,201804,1~10,24000
1276,서울특별시,동대문구,회기동,1**,201804,11~20,64600
1297,서울특별시,동대문구,휘경동,1**,201804,11~20,55000
1308,서울특별시,동대문구,휘경동,2**,201804,21~30,50700
1310,서울특별시,동대문구,휘경동,1**,201804,21~30,55500
1320,서울특별시,동대문구,휘경동,1**,201804,11~20,200000
2,서울특별시,성북구,길음동,5**,201805,11~20,39500
7,서울특별시,성북구,길음동,9**,201805,1~10,80640
21,서울특별시,성북구,동선동1가,8*,201805,11~20,50000
29,서울특별시,성북구,동선동4가,1**,201805,1~10,145000
35,서울특별시,성북구,동소문동2가,1**,201805,1~10,9500
40,서울특별시,성북구,동소문동2가,2*,201805,11~20,75000
60,서울특별시,성북구,보문동5가,7*,201805,21~31,81000
65,서울특별시,성북구,보문동6가,3**,201805,11~20,44200
83,서울특별시,성북구,삼선동1가,2**,201805,21~31,18600
87,서울특별시,성북구,삼선동2가,3**,201805,21~31,84000
92,서울특별시,성북구,삼선동2가,3**,201805,11~20,49500
95,서울특별시,성북구,삼선동2가,2**,201805,21~31,44000
96,서울특별시,성북구,삼선동2가,2**,201805,21~31,40800
101,서울특별시,성북구,삼선동3가,1**,201805,11~20,34000
102,서울특별시,성북구,삼선동3가,3*,201805,21~31,56000
103,서울특별시,성북구,삼선동3가,1**,201805,21~31,59500
104,서울특별시,성북구,삼선동3가,9*,201805,11~20,28000
109,서울특별시,성북구,삼선동4가,5*,201805,1~10,139000
111,서울특별시,성북구,삼선동5가,1**,201805,21~31,100000
112,서울특별시,성북구,삼선동5가,1**,201805,11~20,98000
113,서울특별시,성북구,삼선동5가,9*,201805,11~20,19000
116,서울특별시,성북구,삼선동5가,1**,201805,21~31,58250
123,서울특별시,성북구,상월곡동,2*,201805,21~31,52500
126,서울특별시,성북구,상월곡동,2*,201805,11~20,31500
131,서울특별시,성북구,상월곡동,*,201805,21~31,53500
140,서울특별시,성북구,상월곡동,2*,201805,11~20,55000
143,서울특별시,성북구,상월곡동,2*,201805,21~31,163000
147,서울특별시,성북구,석관동,6*,201805,11~20,46400
148,서울특별시,성북구,석관동,3**,201805,1~10,47400
151,서울특별시,성북구,석관동,2**,201805,21~31,57100
152,서울특별시,성북구,석관동,3**,201805,21~31,57000
153,서울특별시,성북구,석관동,1**,201805,1~10,52000
161,서울특별시,성북구,석관동,2**,201805,21~31,185000
164,서울특별시,성북구,석관동,2**,201805,1~10,30000
166,서울특별시,성북구,석관동,2**,201805,1~10,13300
167,서울특별시,성북구,석관동,3**,201805,1~10,19900
168,서울특별시,성북구,석관동,3**,201805,1~10,22000
172,서울특별시,성북구,석관동,3**,201805,11~20,29000
180,서울특별시,성북구,석관동,3**,201805,11~20,33000
184,서울특별시,성북구,석관동,3**,201805,11~20,35100
190,서울특별시,성북구,석관동,5*,201805,21~31,26900
193,서울특별시,성북구,석관동,2**,201805,1~10,29248
198,서울특별시,성북구,석관동,3**,201805,1~10,41700
199,서울특별시,성북구,석관동,3**,201805,1~10,36960
203,서울특별시,성북구,석관동,3**,201805,1~10,37000
205,서울특별시,성북구,석관동,3**,201805,1~10,40000
207,서울특별시,성북구,석관동,6*,201805,11~20,53000
218,서울특별시,성북구,석관동,2**,201805,11~20,47500
219,서울특별시,성북구,석관동,1**,201805,11~20,52500
228,서울특별시,성북구,석관동,7*,201805,11~20,59500
230,서울특별시,성북구,석관동,7*,201805,11~20,45500
233,서울특별시,성북구,석관동,4*,201805,21~31,50000
241,서울특별시,성북구,석관동,2**,201805,21~31,89300
244,서울특별시,성북구,석관동,2**,201805,11~20,67800
270,서울특별시,성북구,성북동,3**,201805,1~10,38500
275,서울특별시,성북구,성북동,*,201805,21~31,28000
277,서울특별시,성북구,성북동,1**,201805,21~31,30000
287,서울특별시,성북구,성북동,2**,201805,21~31,43000
289,서울특별시,성북구,성북동,3**,201805,1~10,84500
304,서울특별시,성북구,안암동1가,3**,201805,1~10,60000
305,서울특별시,성북구,안암동1가,1**,201805,21~31,70000
306,서울특별시,성북구,안암동1가,*,201805,21~31,72000
311,서울특별시,성북구,안암동2가,1**,201805,1~10,35000
315,서울특별시,성북구,안암동3가,1**,201805,11~20,15000
327,서울특별시,성북구,안암동5가,1**,201805,11~20,204000
347,서울특별시,성북구,장위동,6*,201805,1~10,18000
357,서울특별시,성북구,장위동,2**,201805,21~31,37917
362,서울특별시,성북구,장위동,6*,201805,21~31,25500
366,서울특별시,성북구,장위동,6*,201805,21~31,35000
372,서울특별시,성북구,장위동,2**,201805,11~20,43890
390,서울특별시,성북구,장위동,7*,201805,11~20,37500
403,서울특별시,성북구,장위동,1**,201805,11~20,43286
409,서울특별시,성북구,장위동,2**,201805,21~31,37200
410,서울특별시,성북구,장위동,6*,201805,1~10,59800
419,서울특별시,성북구,장위동,7*,201805,21~31,47400
421,서울특별시,성북구,장위동,2**,201805,1~10,44000
422,서울특별시,성북구,장위동,2**,201805,21~31,48000
436,서울특별시,성북구,장위동,2**,201805,11~20,51600
441,서울특별시,성북구,장위동,6*,201805,1~10,52850
442,서울특별시,성북구,장위동,6*,201805,11~20,52690
459,서울특별시,성북구,장위동,3**,201805,21~31,53000
462,서울특별시,성북구,장위동,6*,201805,21~31,51090
471,서울특별시,성북구,장위동,1**,201805,11~20,67735
476,서울특별시,성북구,장위동,7*,201805,21~31,73600
480,서울특별시,성북구,장위동,1**,201805,21~31,70130
483,서울특별시,성북구,장위동,2**,201805,1~10,50300
493,서울특별시,성북구,장위동,2**,201805,11~20,68600
496,서울특별시,성북구,장위동,2**,201805,11~20,80000
498,서울특별시,성북구,장위동,7*,201805,1~10,83000
499,서울특별시,성북구,장위동,6*,201805,21~31,80000
510,서울특별시,성북구,장위동,2**,201805,1~10,78800
527,서울특별시,성북구,장위동,6*,201805,11~20,210600
528,서울특별시,성북구,정릉동,1**,201805,21~31,30700
529,서울특별시,성북구,정릉동,1*,201805,1~10,57800
537,서울특별시,성북구,정릉동,1*,201805,1~10,94000
548,서울특별시,성북구,정릉동,1**,201805,11~20,30400
550,서울특별시,성북구,정릉동,7**,201805,1~10,26500
552,서울특별시,성북구,정릉동,3**,201805,21~31,19500
556,서울특별시,성북구,정릉동,2**,201805,1~10,24500
563,서울특별시,성북구,정릉동,3**,201805,1~10,82000
580,서울특별시,성북구,정릉동,3**,201805,21~31,48400
589,서울특별시,성북구,정릉동,2**,201805,21~31,63000
593,서울특별시,성북구,정릉동,7**,201805,11~20,39800
598,서울특별시,성북구,정릉동,7**,201805,1~10,45500
603,서울특별시,성북구,정릉동,2**,201805,21~31,40000
611,서울특별시,성북구,정릉동,7**,201805,21~31,190000
621,서울특별시,성북구,정릉동,3**,201805,11~20,122700
622,서울특별시,성북구,정릉동,3**,201805,11~20,136000
630,서울특별시,성북구,종암동,*,201805,1~10,18000
635,서울특별시,성북구,종암동,5*,201805,21~31,29250
637,서울특별시,성북구,종암동,*,201805,1~10,37000
640,서울특별시,성북구,종암동,*,201805,21~31,28500
643,서울특별시,성북구,종암동,6*,201805,11~20,35000
656,서울특별시,성북구,종암동,8*,201805,1~10,133500
660,서울특별시,성북구,종암동,4*,201805,21~31,89000
673,서울특별시,성북구,하월곡동,8*,201805,1~10,22400
678,서울특별시,성북구,하월곡동,8*,201805,21~31,48000
694,서울특별시,성북구,하월곡동,1*,201805,11~20,160000
704,서울특별시,동대문구,답십리동,1*,201805,11~20,102000
706,서울특별시,동대문구,답십리동,1**,201805,1~10,123000
749,서울특별시,동대문구,신설동,4*,201805,11~20,16000
750,서울특별시,동대문구,신설동,4*,201805,11~20,45000
751,서울특별시,동대문구,신설동,4*,201805,11~20,30050
752,서울특별시,동대문구,신설동,9*,201805,11~20,41500
757,서울특별시,동대문구,신설동,1**,201805,11~20,290000
780,서울특별시,동대문구,용두동,3*,201805,11~20,45000
786,서울특별시,동대문구,용두동,1**,201805,21~31,27000
799,서울특별시,동대문구,용두동,7**,201805,1~10,59000
811,서울특별시,동대문구,용두동,1**,201805,21~31,73160
817,서울특별시,동대문구,용두동,2*,201805,21~31,72500
820,서울특별시,동대문구,용두동,7**,201805,11~20,107000
839,서울특별시,동대문구,이문동,1**,201805,21~31,61500
848,서울특별시,동대문구,이문동,3**,201805,21~31,186000
851,서울특별시,동대문구,이문동,2**,201805,1~10,18500
884,서울특별시,동대문구,이문동,1**,201805,1~10,33500
888,서울특별시,동대문구,이문동,1**,201805,21~31,41500
916,서울특별시,동대문구,이문동,1**,201805,11~20,37000
930,서울특별시,동대문구,이문동,1**,201805,21~31,39000
935,서울특별시,동대문구,이문동,1**,201805,21~31,41800
944,서울특별시,동대문구,이문동,2**,201805,1~10,37600
945,서울특별시,동대문구,이문동,2**,201805,11~20,42000
948,서울특별시,동대문구,이문동,1**,201805,1~10,42000
957,서울특별시,동대문구,이문동,1**,201805,11~20,49500
960,서울특별시,동대문구,이문동,2**,201805,11~20,53620
963,서울특별시,동대문구,이문동,1**,201805,1~10,40000
966,서울특별시,동대문구,이문동,3**,201805,11~20,36800
972,서울특별시,동대문구,이문동,2**,201805,11~20,40000
973,서울특별시,동대문구,이문동,1**,201805,1~10,55000
975,서울특별시,동대문구,이문동,1**,201805,1~10,41000
976,서울특별시,동대문구,이문동,2**,201805,21~31,42500
982,서울특별시,동대문구,이문동,2**,201805,11~20,40500
988,서울특별시,동대문구,이문동,1**,201805,11~20,50000
995,서울특별시,동대문구,이문동,2**,201805,21~31,40000
1004,서울특별시,동대문구,이문동,4**,201805,11~20,52000
1005,서울특별시,동대문구,이문동,1**,201805,11~20,65500
1015,서울특별시,동대문구,이문동,2**,201805,1~10,73500
1017,서울특별시,동대문구,이문동,1**,201805,1~10,100000
1018,서울특별시,동대문구,이문동,2**,201805,1~10,47000
1023,서울특별시,동대문구,이문동,2**,201805,21~31,130000
1047,서울특별시,동대문구,장안동,1**,201805,1~10,63000
1048,서울특별시,동대문구,장안동,1**,201805,1~10,66750
1049,서울특별시,동대문구,장안동,1**,201805,1~10,79550
1050,서울특별시,동대문구,장안동,1**,201805,1~10,74150
1051,서울특별시,동대문구,장안동,1**,201805,1~10,62900
1069,서울특별시,동대문구,장안동,3**,201805,21~31,138000
1071,서울특별시,동대문구,장안동,1**,201805,21~31,160500
1086,서울특별시,동대문구,전농동,2**,201805,11~20,221300
1092,서울특별시,동대문구,전농동,1**,201805,11~20,25000
1093,서울특별시,동대문구,전농동,1**,201805,11~20,20000
1124,서울특별시,동대문구,전농동,6*,201805,11~20,50580
1125,서울특별시,동대문구,전농동,6*,201805,21~31,52300
1137,서울특별시,동대문구,전농동,*,201805,21~31,53000
1161,서울특별시,동대문구,제기동,7**,201805,11~20,15600
1182,서울특별시,동대문구,제기동,1**,201805,11~20,49000
1186,서울특별시,동대문구,제기동,1**,201805,11~20,60000
1210,서울특별시,동대문구,제기동,6*,201805,11~20,230000
1223,서울특별시,동대문구,청량리동,2**,201805,21~31,24500
1242,서울특별시,동대문구,청량리동,2**,201805,1~10,33600
1244,서울특별시,동대문구,청량리동,1**,201805,11~20,40000
1266,서울특별시,동대문구,청량리동,5*,201805,11~20,75000
1284,서울특별시,동대문구,휘경동,1**,201805,21~31,59000
1291,서울특별시,동대문구,휘경동,1**,201805,11~20,29400
1305,서울특별시,동대문구,휘경동,3**,201805,21~31,16000
1322,서울특별시,동대문구,휘경동,2**,201805,21~31,480000
10,서울특별시,성북구,길음동,1***,201806,21~30,50000
26,서울특별시,성북구,동선동3가,1**,201806,1~10,55000
34,서울특별시,성북구,동소문동1가,1**,201806,21~30,183000
36,서울특별시,성북구,동소문동2가,2**,201806,1~10,24500
39,서울특별시,성북구,동소문동2가,1**,201806,21~30,42500
42,서울특별시,성북구,동소문동4가,1**,201806,21~30,327000
47,서울특별시,성북구,동소문동6가,1**,201806,11~20,65000
55,서울특별시,성북구,보문동1가,2**,201806,1~10,44500
58,서울특별시,성북구,보문동5가,1**,201806,11~20,105000
59,서울특별시,성북구,보문동5가,9*,201806,1~10,23500
61,서울특별시,성북구,보문동5가,1**,201806,21~30,78000
63,서울특별시,성북구,보문동6가,4*,201806,11~20,95000
64,서울특별시,성북구,보문동6가,8*,201806,21~30,99000
66,서울특별시,성북구,보문동6가,3**,201806,11~20,52000
69,서울특별시,성북구,보문동7가,8*,201806,11~20,160000
78,서울특별시,성북구,삼선동1가,6*,201806,1~10,65500
81,서울특별시,성북구,삼선동1가,2**,201806,21~30,30000
82,서울특별시,성북구,삼선동1가,2**,201806,11~20,25950
86,서울특별시,성북구,삼선동1가,2**,201806,11~20,153000
108,서울특별시,성북구,삼선동3가,8*,201806,11~20,58000
114,서울특별시,성북구,삼선동5가,9*,201806,21~30,45000
115,서울특별시,성북구,삼선동5가,9*,201806,21~30,43000
117,서울특별시,성북구,삼선동5가,1**,201806,21~30,60000
120,서울특별시,성북구,삼선동5가,4**,201806,11~20,123000
124,서울특별시,성북구,상월곡동,2*,201806,21~30,6700
